origin_hangle,changed_hangle,first_translate,second_translate,reason,label
그럴 순 없어.,그럴 순 없어.  ,i can't.,I can't do that.,"원문 ""그럴 순 없어.""는 단순히 ""할 수 없다""는 의미가 아니라, 특정 제안이나 요청에 대해 ""그렇게 할 수는 없다""는 거절의 의미를 담고 있다. 따라서 ""I can't.""는 의미가 너무 축약되어 있고, 문맥상 감정이 실린 거절의 뉘앙스를 충분히 전달하지 못한다. 원문의 의미를 능동적으로 살려서 ""I can't do that.""으로 번역하는 것이 적절하다.",i can't.
대체 왜!,대체 왜!  ,but why?!,Why on earth?!,"원문 ""대체 왜!""는 강한 감정이 담긴 의문문으로, '도대체 왜 그러는 거냐'는 의미다. 1차 영어 번역문 ""but why?!""는 ""but""이 추가되어 있지만, 원문에는 그런 전환의 의미가 없다. 또한 ""but""은 앞 문장과의 연결을 전제로 하는데, 이 대사는 독립적으로 강한 감정을 표현하는 문장이므로 ""but""은 불필요하다. 따라서 ""but""을 제거하고 감탄의 뉘앙스를 살려 재번역해야 한다.",but why?!
두려우니까..,두려우니까.  ,because i'm afraid...,because i'm afraid...,,because i'm scared...
"내가 가진 것을 잃는 것도 두렵고,","내가 가진 것을 잃는 것도 두렵고,  ","i'm afraid of losing what i have,",I'm afraid that I might lose what I have.,,i'm scared of losing what i have.
"나를 잃는 것도 두렵고,","나를 잃는 것도 두렵고,  ","afraid of losing myself,","I'm afraid of losing myself, too.","[한글 대화]는 '나를 잃는 것도 두렵고'로, 주어가 '나'이며 능동태 표현이다. [1차 영어 번역문]은 'afraid of losing myself'로 주어가 없고 문장 구조가 불완전하다. 따라서 주어를 포함한 완전한 문장으로 능동태로 다시 번역해야 한다.",i'm scared of losing myself...
"조금이라도 약해진 틈을 보이면 비집고 들어올 적들이 두렵고,","조금이라도 약해진 틈을 보이면 비집고 들어올 적들이 두렵고,  ","afraid that the enemy will attack if i show even the slightest bit of weakness,",I am afraid that enemies will sneak in if I show even the slightest bit of weakness.,"원문 ""비집고 들어올""은 단순히 ""공격하다(attack)""보다 더 은밀하고 교묘하게 침투하는 뉘앙스를 담고 있다. 또한 ""적들이 두렵고""는 ""I am afraid of the enemies""처럼 주어가 명확히 드러나야 하므로, 주어를 포함한 능동태 문장으로 다시 번역해야 한다.",...and the enemies who will push in at the slightest sign of weakness.
...,...  ,......,......,,...
그리고,그리고  ,and...,and...,,and...
늘 그 끝에는 네가 있었다..,늘 그 끝에는 네가 있었다.  ,you were always at the end of that fear.,You were always there in the end.,"[한글 대화]는 ""늘 그 끝에는 네가 있었다.""로, 어떤 감정이나 상황의 끝에 항상 '너'가 있었다는 의미다. 반면 [1차 영어 번역문]은 ""you were always at the end of that fear""로, '그 두려움의 끝에 항상 네가 있었다'는 의미로 번역되었는데, 이는 '두려움'이라는 특정 감정을 명시하고 있어 원문보다 정보가 더 많다. 즉, 정보의 양이 다르므로 새로 번역해야 한다.",...you were always at the end of it all...
덜컹,덜컹  ,clunk,clunk,,clunk
"힘의 균형을 잃고 끝내 너를 잃을까 봐,","힘의 균형을 잃고 끝내 너를 잃을까 봐,  ","i was terrified of losing you, the balance of power, and being driven to death.",I was afraid that losing the balance of power would lead to losing you.,"[한글 대화]는 ""힘의 균형을 잃고 끝내 너를 잃을까 봐""로, '힘의 균형을 잃는 것'이 원인이고 '너를 잃는 것'이 결과로 이어지는 구조다. 하지만 [1차 영어 번역문]은 병렬 구조로 번역되어 원인과 결과의 관계가 드러나지 않고, ""being driven to death""라는 내용은 원문에 없는 정보로 정보의 양이 다르다. 따라서 능동태로 원문 의미를 살려 다시 번역해야 한다.","i feared that if i lost my balance of power, i would lose you..."
죽음으로 몰아가게 될까 봐.,죽음으로 몰아가게 될까 봐.  ,"i was terrified of losing you, the balance of power, and being driven to death.",I was afraid I might drive you to your death.,"[한글 대화]는 ""죽음으로 몰아가게 될까 봐.""로, 주어가 '내가'이며 '너를 죽음으로 몰아가게 될까 봐'라는 의미다.  
하지만 [1차 영어 번역문]은 ""being driven to death""로 '내가 죽음에 몰릴까 봐'라는 의미로 해석되어, 주체가 바뀌었고 의미가 달라졌다.  
즉, [1차 한글 번역문]은 수동태이며, 원문의 의미와 다르므로 능동태로 재번역해야 한다.",...and ultimately lead you to your demise.
이 위태로운 균형을 깨버리게 될까 봐..,이 위태로운 균형을 깨버리게 될까 봐.  ,"i was terrified of losing you, the balance of power, and being driven to death.",I was afraid I might break this fragile balance.,"[한글 대화]는 ""이 위태로운 균형을 깨버리게 될까 봐.""로, 특정한 균형이 깨질까 봐 두려워한다는 내용이다. 반면 [1차 한글 번역문]은 ""나는 너를 잃는 것, 힘의 균형을 잃는 것, 죽음으로 몰리는 것이 두려웠다""로, 정보가 더 많고 수동태 표현이 포함되어 있어 정보의 양이 다르고 수동태이므로 새로 번역해야 한다. 주어는 화자이며, 능동태로 ""나는 이 위태로운 균형을 깨뜨릴까 봐 두려웠다""로 바꿔 번역한다.",i was terrified to death...
죽을 만큼 두려웠어.,죽을 만큼 두려웠어.  ,i was terrified to death.,I was so afraid I thought I might die.,"‘죽을 만큼 두려웠어’는 ‘나는 죽을 정도로 두려웠다’는 의미로, 주어가 ‘나’이고 감정의 정도가 매우 강함을 나타냄. 1차 영어 번역문 ‘i was terrified to death.’는 의미는 유사하지만 수동태이며, 감정의 주체가 수동적으로 표현됨. 따라서 능동태로 다시 번역해야 함.",...of losing this delicate balance of power.
스윽,스윽  ,lean,lean,,ssk
멈칫,멈칫  ,halt,halt,,halt
안아줘.,안아줘.  ,hold me.,Hold me.,,hold me.
덜컹,덜컹  ,clunk,clunk,,clunk
"안아줘, 길..","안아줘, 길.  ","hold me, gil...","hold me, gil...",,"hold me, gil..."
덜컹,덜컹  ,clunk,clunk,,clunk
덜컹,덜컹  ,clunk,clunk,,clunk
"밧줄을 풀지 않아도 괜찮아,","밧줄을 풀지 않아도 괜찮아,  ",you don't have to untie me...,you don't have to untie me...,,you don't have to untie me.
"나를 믿지 못한다 해도,","나를 믿지 못한다 해도,  ",...even if you don't trust me...,...even if you don't trust me...,,"even if you don't trust me,"
괜찮아..,괜찮아.  ,...it's okay.,...it's okay.,,it's okay...
주륵,주륵  ,drip,drip,,drip
"지금은 그냥,","지금은 그냥,  ","right now, i just want you to...","right now, i just want you to...",,"right now, i just want you..."
안아줘..,안아줘.  ,...hold me.,...hold me.,,...to hold me.
스윽,스윽  ,lean,lean,,lean
털썩,털썩  ,slump,slump,,plop
..미안해요,..미안해요.  ,i'm sorry...,i'm sorry...,,i'm sorry...
덜컹,덜컹  ,clunk,clunk,,clunk
덜컹,덜컹  ,clunk,clunk,,clunk
"하지만 두려워요,","하지만 두려워요,  ",but i'm scared...,but i'm scared...,,but i'm scared...
당신이 멀리 가버릴까 봐.,당신이 멀리 가버릴까 봐.  ,...that you'll go far away.,...that you'll go far away.,,...that you'll go far away.
꽈악,꽈악  ,squeeze,squeeze,,squeeze
난 아무 데도 안가.,난 아무 데도 안가.  ,i'm not going anywhere.,I'm not going anywhere.,,i'm not going anywhere.
덜컹,덜컹  ,clunk,clunk,,clunk
덜컹,덜컹  ,clunk,clunk,,clunk
곁에 있도록 허락해 주세요.,곁에 있도록 허락해 주세요.  ,please allow me to stay by your side.,Please allow me to stay by your side.,,"please, let me stay by your side."
덜컹,덜컹  ,clunk,clunk,,clunk
떠나지 않겠다고 맹세해 주세요..,떠나지 않겠다고 맹세해 주세요.  ,please swear you won't leave me...,please swear you won't leave me...,,please swear that you won't leave me...
맹세해.,맹세해.  ,i swear.,I swear.,,i swear.
나는 도망치지 않아.,나는 도망치지 않아.  ,i won't run away.,I will not run away.,,i won't run away.
꽈악,꽈악  ,squeeze,squeeze,,squeeze
내가 원하는 것 모두 여기 있어..,내가 원하는 것 모두 여기 있어.  ,everything i want...,everything i want...,,everything i want is right here...
"그래 지금,","그래 지금,  ",...this warmth right now...,...this warmth right now...,,"yes,"
이 온기가,이 온기가  ,...this warmth right now...,...this warmth right now...,,this warmth right now...
나는 평생토록 그리웠거든..,나는 평생토록 그리웠거든.  ,...is what i've longed for my entire life...,...is what i've longed for my entire life...,,...is what i've longed for my entire life...
선화/채색도움: 스타래빗,선화/채색도움: 스타래빗  ,kim_da_kim,Line Art/Coloring Assistance: Starabbit,"해당 [한글 대화]는 효과음을 나타내는 의성어나 의태어가 아니며, '선화/채색도움: 스타래빗'은 사람 이름과 역할을 나타내는 문장이다. 하지만 [1차 영어 번역문]은 'kim_da_kim'으로 완전히 다른 정보가 제공되어 있어 정보의 양이 다르며 의미도 일치하지 않는다. 따라서 [한글 대화]를 기반으로 다시 번역해야 한다.",nan
kim_da_kim,kim_da_kim,kim_da_kim,kim_da_kim,,nan
