origin_hangle,changed_hangle,first_translate,second_translate,reason,label
"아니, 넌 못해.","아니, 넌 못해.","no, you can't.",You will never be able to do it.,"원문 ""아니, 넌 못해.""는 ""No, you can't.""와 의미는 유사하지만, ""넌 못해""는 주어가 명확히 ""너""이고, 능동적으로 어떤 일을 할 수 없다는 판단을 내리는 표현이다. ""you can't""는 문맥상 가능하지만, 좀 더 명확하게 주어를 강조하고, 단호한 어조를 살리기 위해 ""You will never be able to do it.""처럼 재번역하는 것이 적절하다.","no, you won't."
왕자라는 명함만 떼면 별 볼일 없는 애송이에 불과하니까.,왕자라는 명함만 떼면 별 볼일 없는 애송이에 불과하니까.,you're just a nobody without the title of prince.,You are nothing but a pathetic rookie once the title of prince is stripped away.,"[1차 한글 번역문]은 ""너는 왕자라는 명함만 없으면 별 볼일 없는 애송이에 불과하다""는 의미를 ""너는 왕자라는 명칭이 없으면 아무것도 아니다""로 축약했지만, ""별 볼일 없는 애송이""라는 표현은 단순히 ""nobody""보다 더 구체적인 경멸의 뉘앙스를 담고 있다. 또한 ""just a nobody""는 너무 일반적이고, ""애송이""라는 단어의 뉘앙스를 살리지 못했다. 따라서 정보의 양이 다르고 의미도 완전히 일치하지 않으므로 새로 번역해야 한다. 주어는 ""You""로 명확히 넣어야 한다.","strip away the title, and you're nothing more than a child."
….,….,......,......,,...
내가 틀렸어.,내가 틀렸어.,i was wrong.,I was wrong.,,i was wrong.
시대가 변했어.,시대가 변했어.,times have changed.,Times have changed.,,the times have changed.
이제 더 이상 시민들은 허울뿐인 권력에 충성하지 않아.,이제 더 이상 시민들은 허울뿐인 권력에 충성하지 않아.,people no longer serve empty power.,People no longer pledge loyalty to hollow authority.,"'serve'는 '복종하다' 또는 '섬기다'의 의미로 쓰일 수 있지만, '충성하다'라는 의미를 명확히 전달하지 못하며, 'people'이라는 주어가 있으나 '허울뿐인 권력'이라는 표현도 'empty power'로는 다소 부정확하다. '허울뿐인'은 'superficial'이나 'hollow' 같은 표현이 더 적절하다. 또한 '충성하다'는 'be loyal to'로 능동적으로 표현해야 의미가 명확해진다.",the people no longer swear loyalty to a power built on illusion.
"쓸모없는 장기말은 방해가 되기 전에 미리 치워버렸어야 했는데,",쓸모없는 장기말은 방해가 되기 전에 미리 치워버렸어야 했는데.,"i should have gotten rid of the useless pawn before it got in the way,",I should have removed the useless pawn before it became an obstacle.,"[1차 한글 번역문]은 수동태 표현인 ""before it got in the way""를 사용하고 있어, [한글 대화]의 능동적인 의미와 어긋난다. 원문은 '방해가 되기 전에'라는 표현으로, 장기말이 스스로 방해가 되는 것이 아니라 화자가 그것을 제거해야 했다는 능동적인 의미를 담고 있다. 따라서 능동태로 다시 번역해야 한다.",i should have cast aside the useless pawn before it got in the way...
내가 어리석었어.,내가 어리석었어.,but i was foolish.,I was foolish.,"원문 ""내가 어리석었어""는 단순한 평서문이며, ""but""이라는 접속사는 원문에 없는 추가 정보로 정보의 양이 다릅니다. 따라서 1차 영어 번역문은 정보의 양이 더 많아 부적절합니다. 주어 ""I""와 동사 ""was foolish""는 그대로 유지하되, 불필요한 접속사는 제거해야 합니다.",i was fool.
무슨 말씀을 하고 싶으신 겁니까?,무슨 말씀을 하고 싶으신 겁니까?,what are you trying to say?,What are you trying to say?,,what are you trying to say?
드르륵,드르륵,clatter,clatter,,drrrk
넌 이 자리에서 내 손에 죽는다는 얘기야.,넌 이 자리에서 내 손에 죽는다는 얘기야.,i'm saying you're going to die here by my hand.,"I'm telling you, I will kill you right here with my own hands.",,i'm saying that i'm going to kill you right here with my own hands.
철컥,철컥,click,click,,click
믿을 수 없군요.,믿을 수 없군요.,i can't believe it.,I can't believe this.,,i can't believe it.
겁도 없이 홀로 걸어들어오면서 이 정도도 예상 못 했나?,겁도 없이 홀로 걸어들어오면서 이 정도도 예상 못 했나?,didn't you expect this when you walked in here alone?,Didn't you expect this when you fearlessly walked in here alone?,"원문의 주어는 '너'이고, 1차 영어 번역문에는 주어가 생략되어 있어 주어를 명시해야 한다. 또한 원문은 '겁도 없이'라는 표현을 포함하고 있어, 이 뉘앙스를 영어로도 반영해야 정보의 양이 동일하다. 따라서 'without fear' 또는 'fearlessly' 같은 표현을 추가해야 한다.","surely, you saw this coming when you dared to walk in so barely."
피식,피식,smirk,smirk,,smirk
"자의가 아닐 거라 믿습니다, 부인.","자의가 아닐 거라 믿습니다, 부인.","i don't believe this is your will, your grace.","I believe this is not your own will, Your Grace.","원문 ""자의가 아닐 거라 믿습니다, 부인.""은 '이것이 당신의 의지가 아니라고 믿는다'는 의미로, 주어는 '저는(I)'이고, '믿습니다(believe)'는 능동태이다. 1차 영어 번역문 ""i don't believe this is your will, your grace.""는 의미는 유사하지만, 부정문으로 되어 있어 원문의 긍정문과 의미가 다르다. 따라서 의미가 일치하지 않으므로 새로 번역해야 한다.","i'm sure you had no choice, madam."
하하하하! 순진하기는..,하하하하! 순진하기는.,hahaha! how naive.,Hahaha! You're so naive.,,"hahaha! how naiive.
(i에 점이 둘...)"
"난 네 그런 점이 몸서리치게 싫었단다, 꼬마야.","난 네 그런 점이 몸서리치게 싫었단다, 꼬마야.","i hated that about you, boy.","I absolutely loathed that about you, boy.","[1차 한글 번역문]은 ""난 네 그런 점이 몸서리치게 싫었단다, 꼬마야.""를 단순히 ""i hated that about you, boy.""로 번역했는데, ""몸서리치게""라는 강한 혐오의 뉘앙스가 빠져 있어 정보의 양이 다릅니다. 따라서 원문에 담긴 강한 감정을 반영해 다시 번역해야 합니다.","i despise that about you, little boy."
끼릭,끼릭,click,click,,click
이렇게나 물정을 모르다니..,이렇게나 물정을 모르다니.,you have no idea how the world works.,You really are clueless about how the world works.,,you have no idea how the world works.
"제 시체를 숙부님께 가져다드리면, 부인을 살려주겠다고 약조하던가요?","제 시체를 숙부님께 가져다드리면, 부인을 살려주겠다고 약조하던가요?",did my uncle promise to spare your life if you brought him my body?,Did my uncle promise to spare your life if you brought him my body?,"[한글 대화]는 ""제 시체를 숙부님께 가져다드리면, 부인을 살려주겠다고 약조하던가요?""로, 주어는 '숙부님'이고, 조건은 '제 시체를 가져다드리면', 결과는 '부인을 살려주겠다고 약조하다'입니다. [1차 영어 번역문]은 ""did my uncle promise to spare your life if you brought him my body?""로, 이는 수동태가 아니며, 의미와 정보량도 일치하고, 능동태입니다. 따라서 그대로 사용해도 됩니다.",did my uncle promise to spare your life in exchange for my lifeless body?
그보다 좋은 뇌물은 없겠지.,그보다 좋은 뇌물은 없겠지.,there's no better bribe than that.,There is no better bribe than that.,,there's no better bribe than that.
숙부님은 절대 약속을 지킬 분이 아닙니다.,숙부님은 절대 약속을 지킬 분이 아닙니다.,my uncle never keeps his promises.,My uncle is not someone who would ever keep his promises.,"원문의 '숙부님은 절대 약속을 지킬 분이 아닙니다.'는 존칭 표현이 포함되어 있어 공손한 어조가 필요합니다. 하지만 1차 영어 번역문은 'my uncle never keeps his promises.'로 평이한 어조이며, 존칭이나 공손함이 반영되지 않았습니다. 따라서 문맥상 존경의 표현이 필요한 인물이라면 이를 반영해 다시 번역해야 합니다.",my uncle never keeps his promises.
그건 해봐야 알 일이고.,그건 해봐야 알 일이고.,we'll see about that.,We won't know until we try.,"[한글 대화]는 ""그건 해봐야 알 일이고.""로, 이는 어떤 결과가 실제로 일어날지 두고 봐야 안다는 의미이다. [1차 영어 번역문] ""we'll see about that.""은 의미상 유사하지만, 영어 표현은 다소 도전적이고 반항적인 뉘앙스를 가지며, 원문의 중립적이고 사실적인 어조와는 다르다. 따라서 의미가 완전히 일치하지 않으므로, 원문에 맞게 다시 번역해야 한다.",we'll see about that.
끼릭,끼릭,click,click,,click
"..부인, 제발.","부인, 제발.","please, your grace.","Your Grace, please.","원문의 ""부인, 제발.""은 ""Your Grace, please.""처럼 주어가 있는 문장으로 번역되어야 하며, ""please, your grace.""는 어순이 어색하고 감정의 호소가 약하게 전달됨. 따라서 어순을 바꾸고 적절한 존칭을 반영해 다시 번역함.","please, madam."
저는 죽음이 두려운 게 아닙니다.,저는 죽음이 두려운 게 아닙니다.,i'm not afraid of death.,I'm not afraid of death.,,i'm not afraid of death.
당신을 돕고 싶습니다.,당신을 돕고 싶습니다.,i want to help you.,I want to help you.,,i want to help you.
"차라리 도망가겠다면, 제가 도와드리겠습니다.","차라리 도망가겠다면, 제가 도와드리겠습니다.",if you want to run away...,if you want to run away...,,"if you want to run away, i will help you."
당신 혼자만이라도 알테릭을 떠난다면..,당신 혼자만이라도 알테릭을 떠난다면.,...i will help you.,...i will help you.,,if you could escape alteric...
하하하하! 총구를 눈앞에 두고도 정신을 못 차렸구나.,하하하하! 총구를 눈앞에 두고도 정신을 못 차렸구나.,hahaha! you still don't get it.,Hahaha! You still can't come to your senses even with a gun pointed at your head.,"[한글 대화]는 ""총구를 눈앞에 두고도 정신을 못 차렸구나""로, 상대가 위협적인 상황(총구 앞)에서도 상황을 인지하지 못하고 있다는 조롱의 의미를 담고 있다. 반면 [1차 영어 번역문] ""you still don't get it""은 단순히 이해하지 못한다는 의미만 담고 있어, 총구라는 구체적인 위협 상황이 생략되어 정보의 양이 다르다. 따라서 새로 번역해야 한다. 주어는 생략되어 있지만 문맥상 'you'가 주어이며, 이를 포함해 능동태로 번역한다.","hahaha! you still don't get it, even with a gun aimed at you."
깔깔,깔깔,cackle,cackle,,cackle
"이럴때는 달아나야 하는 거다, 멍청아!","이럴때는 달아나야 하는 거다, 멍청아!","this is when you should be running, you fool!","This is when you should run, you fool!",,"this is the part where you run, you fool!"
왜 스스로를 지옥에 빠뜨리십니까?,왜 스스로를 지옥에 빠뜨리십니까?,why are you dragging yourself into hell?,Why are you throwing yourself into hell?,,why do you insist on dragging yourself into hell?
"기어오르지 마라, 애송아.","기어오르지 마라, 애송아.","don't get cocky, boy.","Don't try to climb above your place, you brat.","[한글 대화]는 ""기어오르지 마라, 애송아.""로, 문자 그대로 해석하면 ""기어오르다""는 '기어 올라오다', 즉 '상대적으로 낮은 위치에 있던 자가 위로 올라오려는 행위'를 의미하며, 비유적으로 '감히 나와 같은 위치에 오르려 하지 마라'는 경고나 멸시의 표현이다. 반면 [1차 영어 번역문] ""don't get cocky, boy.""는 '건방지게 굴지 마라'는 의미로, 원문의 '기어오르지 마라'와는 뉘앙스와 정보가 다르다. 따라서 원문에 맞춰 다시 번역해야 한다.","don't get cocky, you fool."
부인께선 억지로 위악을 떨며 모든 죄업을 떠안으려 하십니다.,부인께선 억지로 위악을 떨며 모든 죄업을 떠안으려 하십니다.,you're trying to take all the blame by being evil.,"You are deliberately pretending to be wicked to take all the blame upon yourself, my lady.","[1차 한글 번역문]은 ""당신은 악하게 굴면서 모든 죄를 떠안으려 한다""는 의미로, [한글 대화]의 ""부인께선 억지로 위악을 떨며 모든 죄업을 떠안으려 하십니다""와 비교했을 때, '억지로', '위악을 떨며', '부인께선'이라는 표현이 누락되어 정보의 양이 다르고, 공손한 표현도 반영되지 않았습니다. 따라서 [한글 대화]를 능동태로 바꾸어 공손한 어조를 유지하며 다시 번역해야 합니다. 주어는 'You'로 설정합니다.",you pretend to be evil so you can bear the blame alone.
뭘 안다고 지껄이는 거야.,뭘 안다고 지껄이는 거야?,what do you know?,What makes you think you know enough to run your mouth?,"[1차 영어 번역문] ""what do you know?""는 [한글 대화] ""뭘 안다고 지껄이는 거야?""의 일부 의미만 담고 있으며, '지껄이다'라는 부정적이고 공격적인 말투가 누락되어 정보의 양이 다릅니다. 따라서 원문에 맞게 능동태로 재번역해야 합니다.",you know nothing.
하,하.,ha.,ha.,,ha...
고통스러워 보입니다.,고통스러워 보입니다.,you look like you're in pain.,You look like you're in pain.,,you look like you're in pain.
하하하..,하하하.,hahaha.,hahaha.,,hahaha.
피식,피식,smirk,smirk,,smirk
대단한 성인 납셨군 그래,대단한 성인 납셨군 그래.,you must be a saint.,What a great saint has graced us with their presence.,"[1차 한글 번역문]은 ""당신은 성인임이 틀림없다""라는 의미로, [한글 대화]의 비꼬는 어조와 ""대단한""이라는 강조 표현이 빠져 있어 의미와 정보의 양이 다릅니다. 따라서 [한글 대화]를 능동태로 재번역해야 합니다.",we have a saint in our midst.
부디 곁에서 당신의 짐을 나누어 들도록 허락해 주세요.,부디 곁에서 당신의 짐을 나누어 들도록 허락해 주세요.,please let me help you carry your burden.,Please allow me to share your burden by your side.,,"please, let me share your burden."
타앙,타앙,bang,bang,,bang
까불지 마!,까불지 마!,shut up!,Don't mess around!,"‘까불지 마!’는 ‘장난치지 마!’, ‘경솔하게 굴지 마!’라는 의미로, ‘shut up!’처럼 말하지 말라는 뜻이 아니라 행동을 경고하는 표현이다. 따라서 의미가 일치하지 않으므로 새로 번역해야 한다.",shut up!
버럭,버럭,shout,shout,,shout
장기말 주제에!,장기말 주제에!,you're just a pawn!,You're just a pawn!,,you're just a pawn!
감히 성인군자 흉내나 내고 말이야!,감히 성인군자 흉내나 내고 말이야!,how dare you act like a saint!,How dare you pretend to be a saint!,"[한글 대화]는 ""감히 성인군자 흉내나 내고 말이야!""로, '감히'라는 표현을 통해 상대방의 행동을 비난하는 강한 어조이며, '성인군자 흉내'는 실제로 성인군자처럼 행동하지 않으면서 그런 척한다는 의미다. [1차 영어 번역문] ""how dare you act like a saint!""는 의미는 유사하지만, '흉내내다'는 'pretend'가 더 적절하며, 'act like'는 실제로 그렇게 행동한다는 뉘앙스가 있어 원문의 비난의 뉘앙스가 약해진다. 따라서 'pretend to be a saint'로 수정해야 한다.",how dare you act like a saint!
주륵,주륵,drip,drip,,drip
그냥 인형처럼 가만히 앉아 내가 시키는 대로만 했으면 됐을 것을!,그냥 인형처럼 가만히 앉아 내가 시키는 대로만 했으면 됐을 것을!,you should have just sat still like a doll and done as i said!,You should have just sat still like a doll and done what I told you to do!,,you should have sat still like a puppet and done as i command!
네가 다 자초한 거야!,네가 다 자초한 거야!,you brought this on yourself!,You brought all of this on yourself!,,you brought this on yourself!
네 눈앞에 뭐가 있는지 똑바로 봐!,네 눈앞에 뭐가 있는지 똑바로 봐!,look at what's in front of you!,You look straight at what's in front of you!,"원문의 주어는 '너'이고 명령문이지만, 1차 영어 번역문에는 주어가 생략되어 있어. 웹툰의 명령문 번역에서도 주어를 명시하는 것이 원칙이므로, ""You""를 추가해 능동태로 완성된 문장으로 만들어야 해.",look what's in front of you!
사랑합니다.,사랑합니다.,i love you.,I love you.,,i love you.
하하하!,하하하!,hahaha!,hahaha!,,hahaha!
사랑타령은 무덤 속에서 마저 하렴,사랑타령은 무덤 속에서 마저 하렴.,you can talk about love in your grave.,Keep talking about love even in your grave.,"원문 ""사랑타령은 무덤 속에서 마저 하렴.""은 '죽은 후에도 사랑 이야기를 계속하라'는 냉소적인 명령문이다. 1차 번역문 ""you can talk about love in your grave.""는 가능성을 말하는 표현으로, 원문의 명령조와 냉소적인 어조가 반영되지 않았다. 따라서 명령형으로 다시 번역해야 한다.",you can cry about love all you want in your grave.
아하하,아하하,ahahaha.,ahahaha.,,ahahaha
"신이시여,",신이시여.,dear god...,dear god...,,"dear god,"
부디 이 고통에 몸부림치는 영혼을 구제해 주십시오.,부디 이 고통에 몸부림치는 영혼을 구제해 주십시오.,...please save this soul from pain.,...please save this soul from pain.,,please save this suffering soul.
내게 영혼 따위 있을 리가 없어!,내게 영혼 따위 있을 리가 없어!,i don't have a soul!,I could never have a soul!,,i have no soul!
진작에 포기한지 오래니까!,진작에 포기한지 오래니까!,i gave up on that a long time ago!,I gave up on it a long time ago!,,i cast it away long ago!
스스로를 악마라고 여기는 가여운 여인을 부디 구원해 주십시오.,스스로를 악마라고 여기는 가여운 여인을 부디 구원해 주십시오.,please save this poor woman who thinks she's a devil.,May God save this poor woman who sees herself as a devil.,"원문 ""스스로를 악마라고 여기는 가여운 여인""은 ""자신을 악마라고 생각하는""이라는 의미로, 1차 번역문과 의미는 대체로 일치하지만, ""please save""는 주어가 없고 문장 전체가 명령문 형태로 되어 있어 평서문인 원문과 어조가 다릅니다. 또한, 원문은 간절한 기도문 형태로 공손하고 절절한 어조를 담고 있어야 하므로, 이를 반영해 주어를 포함한 정중한 표현으로 능동태 평서문으로 다시 번역해야 합니다.",have mercy on this poor woman who believes herself to be the devil.
"이만 작별이다, 조슈아.","이만 작별이다, 조슈아.","goodbye, joshua.","It is time to say farewell, Joshua.","[한글 대화]는 ""이만 작별이다, 조슈아.""로, 이는 단순한 ""goodbye""보다 더 격식 있고 결연한 작별의 표현이다. ""이만""은 '이제는', '지금 이 순간'이라는 의미를 담고 있어, 단순한 인사 이상의 결단을 나타낸다. 따라서 ""goodbye""만으로는 의미가 충분히 전달되지 않으며, 더 무게감 있는 표현으로 번역해야 한다.","goodbye, joshua."
그녀는 대의를 위해 악마를 자처한 것뿐입니다.,그녀는 대의를 위해 악마를 자처한 것뿐입니다.,she only became a devil for the greater good.,She chose to become a devil for the greater good.,,she wore the devil's mask for the sake of the greater good.
신의를 저버린 것이 아닙니다.,신의를 저버린 것이 아닙니다.,she did not betray her faith.,She did not betray her loyalty.,"‘신의를 저버린 것이 아닙니다’는 ‘그녀는 신의를 저버리지 않았다’는 의미로, 주어는 ‘그녀’이고, ‘신의’는 ‘loyalty’ 또는 ‘trust’로 번역하는 것이 더 자연스럽다. ‘faith’는 종교적 믿음으로 오해될 수 있어 부적절하다. 따라서 의미가 일치하지 않으므로 새로 번역해야 한다.",she did not betray her faith.
"그래, 맞아.","그래, 맞아.","yes, that's right.","Yes, that's right.",,"yes, that's right."
끼릭,끼릭,click,click,,click
언제나 약속을 깨는 것은 인간뿐이지.,언제나 약속을 깨는 것은 인간뿐이지.,humans are the only ones who break promises.,Only humans ever break their promises.,,humans are the only ones who break promises.
악마는 반드시 맹세를 지킨다.,악마는 반드시 맹세를 지킨다.,the devil always keeps its word.,The devil always keeps their word.,,the devil always keeps its word.
어떻게든.,어떻게든.,no matter what it takes.,No matter what.,,on way or the other.
사랑해요.,사랑해요.,i love you.,I love you.,,i love you.
타앙,타앙,bang,bang,,bang
좀 더 빨리 달려! 제발!,좀 더 빨리 달려! 제발!,run faster! please!,Run faster! Please!,"원문 ""좀 더 빨리 달려! 제발!""은 명령문으로, 주어가 생략되어 있지만 문맥상 말을 타고 있는 인물이 말에게 하는 말이다. 따라서 주어는 ""You"" 또는 ""The horse""로 추론할 수 있다. 영어 번역에서는 명령문이라 주어 생략이 가능하므로 ""Run faster!""는 적절하다. 그러나 ""Run faster!""는 사람에게 하는 말처럼 들릴 수 있으므로, 말에게 하는 말임을 명확히 하기 위해 ""Come on""이나 ""Let's go"" 같은 말을 추가하면 더 자연스럽다. 하지만 원문에 충실하게 ""Run faster! Please!""로 번역해도 정보의 양과 의미가 일치하며, 문법적으로도 문제가 없다.",go faster! please!
다그닥,다그닥,gallop,gallop,,gallop
다그닥,다그닥,gallop,gallop,,gallop
"아이고 도련님, 막 자다 깬 말을 채찍질하면 뒷발굽에 차일 지도 모릅니다?","아이고 도련님, 막 자다 깬 말을 채찍질하면 뒷발굽에 차일 지도 모릅니다?","my lord, the horse just woke up. it might kick you if you whip it.","My lord, the horse just woke up. It might kick you if you whip it.","[1차 한글 번역문]은 ""그 말은 방금 깨어났습니다. 채찍질하면 당신을 찰지도 모릅니다.""로 해석되며, 이는 [한글 대화]의 의미와 대체로 일치합니다. 정보의 양도 동일하고 수동태도 아닙니다. 주어도 포함되어 있어 그대로 사용 가능합니다.","goodness, sir. if you whip a horse that just woke up, it might kick you."
휴,휴.,haa...,haa...,,haa...
"장난할 때가 아냐, 조슈아가 심상치 않았다고!","장난할 때가 아냐, 조슈아가 심상치 않았다고!",this is no time for jokes. something was wrong with joshua!,This is no time for jokes. I could tell something was seriously wrong with Joshua!,"원문의 ""조슈아가 심상치 않았다고!""는 화자가 조슈아의 상태나 행동이 평소와 다르거나 이상하다고 느꼈다는 의미로, 과거에 감지한 이상 징후를 강조하는 표현이다. 반면 1차 영어 번역문 ""something was wrong with joshua!""는 의미는 유사하지만, ""조슈아가 심상치 않았다""는 표현의 뉘앙스를 충분히 살리지 못하고 있다. 또한 원문은 화자가 조슈아의 상태에 대해 확신을 가지고 말하는 어조이므로, 이를 반영해 능동적인 표현으로 재번역해야 한다.",this is no time for jokes. something was wrong with joshua!
"늦은 밤에 갑자기 뛰쳐나가다니, 그렇게 굳을 얼굴을 하곤..","늦은 밤에 갑자기 뛰쳐나가다니, 그렇게 굳을 얼굴을 하곤.",he ran out in the middle of the night with a serious look on his face.,He suddenly ran out late at night with such a grim face.,"[한글 대화]는 '늦은 밤에 갑자기 뛰쳐나가다니, 그렇게 굳을 얼굴을 하곤.'으로, '갑자기'라는 부사와 '그렇게 굳을 얼굴을 하곤'이라는 비판적 뉘앙스가 포함되어 있다. 하지만 [1차 한글 번역문]은 '갑자기'라는 정보가 누락되었고, '그렇게 굳을 얼굴을 하곤'이라는 표현도 단순히 'serious look'으로 번역되어 원문의 비판적 어조가 반영되지 않았다. 따라서 정보의 양이 다르고 뉘앙스도 일치하지 않으므로 새로 번역해야 한다. 주어는 조슈아이므로 he로 설정한다.",he ran out in the middle of the night with a serious look on his face.
공작저로 간 게 틀림없어.,공작저로 간 게 틀림없어.,he must have gone to the winter estate.,He must have gone to the Winter Duke's estate.,"원문 ""공작저로 간 게 틀림없어""는 '그가 공작저로 갔다'는 확신을 표현하는 문장이다. 1차 영어 번역문은 ""he must have gone to the winter estate""로, 의미는 대체로 일치하지만, ""공작저""는 ""the Winter Duke's residence"" 또는 ""the duke's estate""로 번역하는 것이 더 자연스럽고 명확하다. ""Winter""는 고유명사로 보이며, ""estate""만으로는 다소 모호할 수 있다. 따라서 장소 표현을 더 명확히 해야 한다.",he must have gone to the winter estate.
"..어라,",어라.,huh?,Huh?,,huh?
"룩스, 지금 몇 시지?","룩스, 지금 몇 시지?","lux, what time is it?","Lux, what time is it now?",,"lux, what time is it?"
"몇 시긴요, 다들 한창 자고 있을 새벽 4시입니다만?","몇 시긴요, 다들 한창 자고 있을 새벽 4시입니다만?",it's 4 a.m. everyone is still sleeping.,"It's 4 a.m., you know. Everyone should be fast asleep by now.","원문인 [한글 대화]는 ""몇 시긴요""라는 반문적 표현과 ""다들 한창 자고 있을 새벽 4시입니다만?""이라는 정중한 어투를 포함하고 있어. 반면 [1차 영어 번역문]은 단순히 ""it's 4 a.m. everyone is still sleeping.""으로 번역되어, 원문의 반문적 뉘앙스와 정중함이 반영되지 않았고, ""한창 자고 있을""이라는 강조 표현도 누락되었어. 따라서 정보의 양이 다르고, 원문의 뉘앙스를 살리기 위해 다시 번역해야 해. 주어는 문맥상 '룩스'로 보이며, 질문에 답하는 상황이므로 ""you""를 주어로 포함하는 것이 자연스러워.",it's 4 A.M... everyone is still fast asleep.
..그럼 아직 해가 뜨려면 멀었잖아.,그럼 아직 해가 뜨려면 멀었잖아.,then it's still a long way until sunrise.,Then there's still a long time until sunrise.,,then it's still a long way until sunrise.
중얼,중얼,mumble,mumble,,mumble
휘이이,휘이이,fwooosh,fwooosh,,fwoosh
뭐지..?,뭐지?,what...?,what...?,,what...?
가까이 가!,가까이 가!,get closer!,Get closer!,,get closer!
다그닥,다그닥,gallop,gallop,,gallop
다그닥,다그닥,gallop,gallop,,(번역 제거됨)
"어이쿠, 귓가에 대고 소리 지르지 마세요!","어이쿠, 귓가에 대고 소리 지르지 마세요!",please don't shout in my ear!,Oh my! Please don't shout right next to my ear!,"[1차 영어 번역문]을 한글로 번역하면 ""제 귀에 소리 지르지 마세요!""로, [한글 대화]의 ""어이쿠""라는 놀람의 감탄사가 빠져 있어 정보의 양이 다릅니다. 따라서 [한글 대화]를 기준으로 놀람의 표현을 포함해 다시 번역해야 합니다.",please don't shout in my ear!
휘이이,휘이이,fwooosh,fwooosh,,fwoosh
왕국력 1253년 2월 19일.,왕국력 1253년 2월 19일.,"on february 19, 1253 of the kingdom calendar,","On February 19th, 1253, according to the Kingdom Calendar,",,"on february 19, 1253 of the kingdom calendar,"
휘이이,휘이이,fwooosh,fwooosh,,fwoosh
윈터 공작가의 저택은 불길 속에 잠식되었다.,윈터 공작가의 저택은 불길 속에 잠식되었다.,the winter estate was engulfed in flames.,The Winter Duke's mansion was engulfed in flames.,,the winter estate was engulfed in flames.
화르륵,화르륵,fwooosh,fwooosh,,fwoom
맙소사..,맙소사.,my god...,my god...,,my goodness...
활활,활활,blaze,blaze,,blaze
이게.. 대체..,이게 대체.,what in the world...?,what in the world...?,,what in the world...?
조슈아!!,조슈아!,joshua!!,Joshua!,,joshua!!
화르륵,화르륵,fwooosh,fwooosh,,fwooom
"이블린 윈터는 왕태자의 피를 묻힌 채 도주했고,","이블린 윈터는 왕태자의 피를 묻힌 채 도주했고,","evelyn winter ran away with the crown prince's blood on her hands,",Evelyn Winter fled after shedding the crown prince's blood.,,evelyn winter fled away with the crown prince's blood on her hands.
공작가는 한순간에 재가 되어 사라졌다.,공작가는 한순간에 재가 되어 사라졌다.,and the winter estate turned to ashes in an instant.,The Winter estate vanished into ashes in an instant.,,the winter estate reduced to ashes in an instant.
화륵,화륵,fwooosh,fwooosh,,fwoom
"불타는 밤하늘 아래,","불타는 밤하늘 아래,","under the burning night sky,","Under the burning night sky,",,"neneath the blazing night sky,"
귀족의 시대는 끝을 맞이했다.,귀족의 시대는 끝을 맞이했다.,the age of aristocracy came to an end.,The age of aristocracy came to an end.,,the age of aristocracy met its fiery demise.
술렁술렁,술렁술렁,clamor,clamor,,clamor
술렁술렁,술렁술렁,clamor,clamor,,clamor
술렁술렁,술렁술렁,clamor,clamor,,clamor
버럭,버럭,shout,Shout,,shout
덜컹,덜컹,clatter,clatter,,clunk
툭,툭,tap,tap,,drop
잔해 속에서 피어난 검은 연기가,잔해 속에서 피어난 검은 연기가.,the black smoke rising from the rubble,The black smoke rose from the rubble.,"[1차 한글 번역문]은 '잔해 속에서 피어난 검은 연기'를 '잔해 속에서 피어오른 검은 연기'로 번역한 것으로, 의미는 유사하지만 '피어오르다'는 수동적인 느낌을 주는 표현이므로 능동태로 바꿔야 한다. 또한 원문의 주어는 '검은 연기'이므로 이를 명확히 주어로 설정해 능동태 문장을 구성해야 한다.","black smoke billowed from the rubble,"
가문과 왕국의 몰락을 고하듯 피어올랐다.,가문과 왕국의 몰락을 고하듯 피어올랐다.,announced the fall of the family and the kingdom.,"The black smoke rose from the ruins, as if to announce the fall of the family and the kingdom.","[한글 대화]는 '검은 연기'가 '가문과 왕국의 몰락을 고하듯 피어올랐다'는 의미로, 능동적으로 연기가 피어오르며 어떤 메시지를 전달하는 듯한 묘사다. 반면 [1차 영어 번역문]은 수동태 없이 단순히 '몰락을 알렸다'고 번역되어 있지만, 주어가 생략되어 있고, '검은 연기'가 주체라는 정보가 빠져 있다. 따라서 정보의 양이 다르고 주어가 누락되었으므로, 능동태로 주어를 포함해 다시 번역해야 한다.",declaring the fall of both the family and the kingdom.
"이는 쇠락의 전주곡이었고,",이는 쇠락의 전주곡이었고.,"this was the prelude to the decline,",This was the prelude to the downfall.,,it was the prelude to ruin...
덜컥,덜컥,clatter,clatter,,clatter
혼돈의 시작이었다.,혼돈의 시작이었다.,and the beginning of chaos.,It marked the beginning of chaos.,"[한글 대화]는 ""혼돈의 시작이었다.""로, 이는 평서문이며 주어가 생략되어 있다. 영어 번역에서는 주어가 필요하므로 이를 보완해야 한다. [1차 영어 번역문]은 ""and the beginning of chaos.""로, 문장 구조가 불완전하며 주어와 동사가 없다. 따라서 정보의 양이 부족하고 문법적으로도 완전하지 않으므로, 능동태의 완전한 문장으로 다시 번역해야 한다.",...the down of an era entrenched in chaos.
