origin_hangle,changed_hangle,first_translate,second_translate,reason,label
동시에 나를 이루는 일부이기도 해.,동시에 나를 이루는 일부이기도 해.  ,but they're also a part of who i am.,but they're also a part of who I am.,,yet they're a part of who i am.
나는 나 자신으로부터 도망칠 수 없어.,나는 나 자신으로부터 도망칠 수 없어.  ,i can't run away from myself.,I can't run away from myself.,,i can't run away from myself.
그러니까 맞서 싸우는 수밖엔 없는 거야.,그러니까 맞서 싸우는 수밖엔 없는 거야.  ,that's why i have no choice but to fight.,That's why I have no choice but to fight back.,,that's why i have no choice but to fight.
..이제 그만 짐을 내려놓을 순 없습니까.,..이제 그만 짐을 내려놓을 순 없습니까?  ,can't you put down that burden now?,Can't you finally lay down that burden?,,can't you lay down that burden now?
"왜 그렇게 매사에 필사적인 겁니까,",왜 그렇게 매사에 필사적인 겁니까?  ,why are you so desperate about everything?,Why do you have to be so desperate about everything?,,why is everything so extreme for you?
제게 나누어 줄 수는 없는 겁니까.,제게 나누어 줄 수는 없는 겁니까?  ,can't you share some of it with me?,Can't you share some of it with me?,,can't you share some of the weight with me?
그럴 순 없어.,그럴 순 없어.  ,i can't do that.,I can't allow that.,,i can't.
대체 왜!,대체 왜!  ,why not?!,Why the hell not?!,"[한글 대화]는 ""대체 왜!""로, 감정이 격해진 상태에서 이유를 강하게 묻는 표현이다. 반면 [1차 영어 번역문] ""why not?!""은 ""왜 안 돼?""라는 의미로, 상대방의 제안을 반박하거나 허용을 요구하는 뉘앙스다. 따라서 의미가 일치하지 않으며, [1차 영어 번역문]은 무시하고 [한글 대화]를 능동태로 번역해야 한다. 주어는 문맥상 대화를 이어가는 인물로 ""you""로 추정된다.",but why?!
두려우니까..,두려우니까.  ,because i'm scared...,because i'm scared...,,because i'm scared...
"내가 가진 것을 잃는 것도 두렵고,",내가 가진 것을 잃는 것도 두렵고.  ,"i'm scared of losing what i have,",I'm afraid of losing what I have.,,i'm scared of losing what i have.
"나를 잃는 것도 두렵고,",나를 잃는 것도 두렵고.  ,"i'm scared of losing myself,","I'm afraid of losing myself, too.",,i'm scared of losing myself...
"조금이라도 약해진 틈을 보이면 비집고 들어올 적들이 두렵고,",조금이라도 약해진 틈을 보이면 비집고 들어올 적들이 두렵고.  ,and i'm scared of the enemies that will come rushing in if i show even the slightest sign of weakness.,I'm afraid that the enemies will seize any slight opening if I show even the smallest sign of weakness.,"[1차 한글 번역문]은 수동태 표현인 ""보이면 비집고 들어올""을 ""will come rushing in""으로 번역했지만, 이는 수동적인 상황을 묘사하고 있어 능동태로 바꿔야 한다. 원문은 ""적들이 두렵다""는 능동적인 감정을 표현하고 있으므로, 적들이 주어가 되어 능동적으로 행동하는 구조로 번역해야 한다.",...and the enemies who will push in at the slightest sign of weakness.
...,...  ,......,......,,...
그리고,그리고.  ,and...,and...,,and...
늘 그 끝에는 네가 있었다..,늘 그 끝에는 네가 있었다.  ,...you were always at the end of it all...,...you were always at the end of it all...,,...you were always at the end of it all...
덜컹,덜컹  ,clunk,clunk,,clunk
"힘의 균형을 잃고 끝내 너를 잃을까 봐,",힘의 균형을 잃고 끝내 너를 잃을까 봐.  ,"i was scared of losing you because i lost my balance of power,",I was afraid that I might lose you if I lost the balance of power.,"[1차 한글 번역문]은 수동태이며, ""힘의 균형을 잃고""와 ""너를 잃을까 봐""라는 두 가지 원인과 결과의 구조를 하나로 뭉뚱그려 번역해 정보의 양이 다릅니다. 또한 ""힘의 균형을 잃고""는 주어가 능동적으로 균형을 잃는 것이므로 능동태로 번역해야 합니다.","i feared that if i lost my balance of power, i would lose you..."
죽음으로 몰아가게 될까 봐.,죽음으로 몰아가게 될까 봐.  ,and i was scared of driving you to your death.,I was afraid that I might drive you to your death.,,...and ultimately lead you to your demise.
이 위태로운 균형을 깨버리게 될까 봐..,이 위태로운 균형을 깨버리게 될까 봐.  ,"i was scared of breaking this precarious balance,",I was afraid that I might break this precarious balance.,,i was terrified to death...
죽을 만큼 두려웠어.,죽을 만큼 두려웠어.  ,and it terrified me to death.,I was scared to death.,"[1차 한글 번역문]은 수동태 ""죽을 만큼 두려웠어""를 ""it terrified me to death""로 번역했는데, 이는 능동태로 바뀌어 정보의 초점이 달라졌고, 원문의 감정 표현과도 다소 차이가 있다. 원문은 화자가 주체가 되어 ""죽을 만큼 두려웠다""고 말하는 감정의 고백이다. 따라서 능동태로 재번역해야 한다.",...of losing this delicate balance of power.
스윽,스윽  ,lean,lean,,ssk
멈칫,멈칫  ,halt,halt,,halt
안아줘.,안아줘.  ,hold me.,Hold me.,,hold me.
덜컹,덜컹  ,clunk,clunk,,clunk
"안아줘, 길..","안아줘, 길.  ","hold me, gil...","hold me, gil...",,"hold me, gil..."
덜컹,덜컹  ,clunk,clunk,,clunk
덜컹,덜컹  ,clunk,clunk,,clunk
"밧줄을 풀지 않아도 괜찮아,",밧줄을 풀지 않아도 괜찮아.  ,"right now, i just want you to...","right now, i just want you to...",,you don't have to untie me.
"나를 믿지 못한다 해도,",나를 믿지 못한다 해도.  ,...hold me.,...hold me.,,"even if you don't trust me,"
괜찮아..,괜찮아.  ,...,...,,it's okay...
주륵,주륵  ,drip,drip,,drip
"지금은 그냥,",지금은 그냥.  ,"right now, i just want you to...","right now, i just want you to...",,"right now, i just want you..."
안아줘..,안아줘.  ,...hold me.,...hold me.,,...to hold me.
스윽,스윽  ,lean,lean,,lean
털썩,털썩  ,plop,plop,,plop
..미안해요,..미안해요.  ,i'm sorry...,i'm sorry...,,i'm sorry...
덜컹,덜컹  ,clunk,clunk,,clunk
덜컹,덜컹  ,clunk,clunk,,clunk
"하지만 두려워요,",하지만 두려워요.  ,but i'm scared...,but i'm scared...,,but i'm scared...
당신이 멀리 가버릴까 봐.,당신이 멀리 가버릴까 봐.  ,...that you'll go far away.,...that you'll go far away.,,...that you'll go far away.
꽈악,꽈악  ,squeeze,squeeze,,squeeze
난 아무 데도 안가.,난 아무 데도 안가.  ,i'm not going anywhere.,I'm not going anywhere.,,i'm not going anywhere.
덜컹,덜컹  ,clunk,clunk,,clunk
덜컹,덜컹  ,clunk,clunk,,clunk
곁에 있도록 허락해 주세요.,곁에 있도록 허락해 주세요.  ,please allow me to stay by your side.,Please allow me to stay by your side.,,"please, let me stay by your side."
덜컹,덜컹  ,clunk,clunk,,clunk
떠나지 않겠다고 맹세해 주세요..,떠나지 않겠다고 맹세해 주세요.  ,please swear that you won't leave me...,please swear that you won't leave me...,,please swear that you won't leave me...
맹세해.,맹세해.  ,i swear.,I swear.,,i swear.
나는 도망치지 않아.,나는 도망치지 않아.  ,i won't run away.,I won't run away.,,i won't run away.
꽈악,꽈악  ,squeeze,squeeze,,squeeze
내가 원하는 것 모두 여기 있어..,내가 원하는 것 모두 여기 있어.  ,everything i want is right here...,everything i want is right here...,,everything i want is right here...
"그래 지금,",그래 지금.  ,"yes, right now,","Yeah, now.","[1차 영어 번역문] ""yes, right now,""를 한글로 번역하면 ""그래, 지금이야."" 또는 ""응, 지금이야."" 정도로 해석되며, 이는 [한글 대화] ""그래 지금.""과 의미는 유사하지만, ""yes""라는 동의 표현이 추가되어 있어 정보의 양이 더 많다. 따라서 정보의 양이 다르므로 새로 번역해야 한다.","yes,"
이 온기가,이 온기가.  ,this warmth is something i've longed for my entire life...,this warmth is something i've longed for my entire life...,,this warmth right now...
나는 평생토록 그리웠거든..,나는 평생토록 그리웠거든.  ,this warmth is something i've longed for my entire life...,this warmth is something i've longed for my entire life...,,...is what i've longed for my entire life...
선화/채색도움: 스타래빗,선화/채색도움: 스타래빗  ,to be continued...,to be continued...,,nan
kim_da_kim,kim_da_kim,to be continued...,to be continued...,,nan
