origin_hangle,changed_hangle,first_translate,second_translate,reason,label
혹시 짐칸에 계신 게 아닐까요?,혹시 짐칸에 계신 게 아닐까요?,could he be in the baggage car?,"Could he perhaps be in the baggage car, sir?","원문의 주어는 '그분(노아 스미스)'이고, 1차 영어 번역문에서도 'he'로 표현되어 주어는 일치한다. 하지만 원문은 '계신 게 아닐까요?'라는 정중한 추측형 의문문이며, 1차 영어 번역문은 이를 단순한 추측형 의문문으로 번역해 정중함이 부족하다. 또한 원문의 '계신다'는 표현은 존칭 표현으로, 이를 반영해 정중한 표현으로 번역해야 한다. 따라서 정중한 추측형 의문문으로 다시 번역해야 한다.",could he be waiting there?
꾸벅,꾸벅,nod,nod,,bow
시끌시끌,시끌시끌,clamor,clamor,,clamor
여기요!,여기요!,over here!,Over here!,,over here!
예! 곧 갑니다!,예! 곧 갑니다!,"yes, i'm coming!",Yes! I'm coming right away!,,yes! i'll be right there!
"그럼, 즐거운 여행 되십시오, 스미스 씨.","그럼, 즐거운 여행 되십시오, 스미스 씨.","have a nice trip, mr. smith.","Well then, have a nice trip, Mr. Smith.","원문의 ""그럼""은 대화의 마무리나 전환을 나타내는 표현으로, 영어에서는 ""Well then,""이나 ""Alright then,"" 등으로 자연스럽게 표현할 수 있다. 또한 문장의 시작을 소문자로 시작한 1차 번역문은 문법적으로 부적절하다. 따라서 문법을 바로잡고 자연스러운 흐름을 반영해 번역을 수정해야 한다.","i hope you have a pleasant trip, mr. smith."
뚜벅뚜벅,뚜벅뚜벅,step,step,,step step
...뭐지?,...뭐지?,what...?,what...?,,what...?
대체 무슨 일이…,대체 무슨 일이…,what is going on...?,what is going on...?,,what is going on...?
덜컹,덜컹,clunk,clunk,,rattle
쉐—!,쉐—!,hiss,hiss,,she--!
"아니, 리사!","아니, 리사!",lisa!,"Wait, Lisa!","[한글 대화]는 ""아니, 리사!""로, 놀람이나 당황스러운 감정이 담긴 말이다. 단순히 이름만 외치는 것이 아니라, 감탄사 ""아니,""가 포함되어 있어 감정이 실린 대사다. 하지만 [1차 영어 번역문]은 단순히 ""lisa!""로 번역되어 있어 감정 표현이 누락되었고, 정보의 양도 부족하다. 따라서 감탄사와 감정을 살려서 다시 번역해야 한다.","i mean, lisa!"
타닥,타닥,tap,tap,,tap
어디 가는 거야!,어디 가는 거야!,where are you going?!,Where are you going?!,,where are you going?!
"쉐리,","쉐리,","sherry,","Sherry,",,"sherry,"
타다다다,타다다다,tap,tatatatata,,tp tp tp
사랑하는 내 딸,사랑하는 내 딸,"my beloved daughter,","My beloved daughter,",,"my dear daughter,"
타다다다,타다다다,tap,tatatatata,,tp tp tp
부디 너만큼은 이 모든 고통에서 멀어질 수 있기를..,부디 너만큼은 이 모든 고통에서 멀어질 수 있기를..,i hope you can escape from all this pain...,i hope you can escape from all this pain...,,i hope that you can escape from all this pain.
밝은 미래에 도착하기를 간절히 기도하마.,밝은 미래에 도착하기를 간절히 기도하마.,...i pray that you will arrive at a bright future.,...i pray that you will arrive at a bright future.,,i pray that a brighter future awaits you at the end of this journey.
그러기 위해 나는,그러기 위해 나는,in order for that to happen...,in order for that to happen...,,"to make that happen,"
휘이이,휘이이,whoosh,whoosh,,whoosh
홀로 남아 끝까지 싸우겠다.,홀로 남아 끝까지 싸우겠다.,...i will stay behind and fight to the end.,...i will stay behind and fight to the end.,,i will stay behind and fight until the very end.
부디 용서해주길...,부디 용서해주길...,please forgive me...,please forgive me...,,please forgive me...
덜컹,덜컹,clunk,clunk,,clunk
사랑한다.,사랑한다.,i love you.,I love you.,,i love you.
끼익,끼익,creak,creak,,creak
하아,하아,haa,haa,,haa
하아,하아,haa,haa,,haa
휘이이,휘이이,whoosh,whoosh,,fwoosh
흠칫,흠칫,flinch,flinch,,flinch
뿌우우,뿌우우,choo,choo,,vwooo
뿌우우우,뿌우우우,choo,choo,,vwoooo
휘이이,휘이이,whoosh,whoosh,,whoosh
툭,툭,tap,tap,,tk
"대령님,","대령님,","colonel,","Colonel,",,"colonel,"
슬슬 돌입해야 합니다.,슬슬 돌입해야 합니다.,we should get going.,We should begin the operation soon.,"‘슬슬 돌입해야 합니다’는 어떤 작전을 본격적으로 시작하자는 의미로, 단순히 ‘출발하자’는 의미의 ‘we should get going’보다 더 구체적이고 목적이 있는 행동 개시를 뜻한다. 따라서 정보의 양이 다르고 의미도 일치하지 않으므로 새로 번역해야 한다. 주어는 대령에게 보고하는 부하로 추정되므로 ‘we’를 주어로 사용한다.",we should begin now.
처억,처억,salute,salute,,chk
이러다 기차가 떠나기라도 한다면 각하께서..,이러다 기차가 떠나기라도 한다면 각하께서..,"if the train leaves, his grace will--","If the train leaves, His Grace will be furious.","[1차 한글 번역문]은 ""기차가 떠나기라도 한다면 각하께서..""를 ""기차가 떠나면 각하께서--""로 번역했는데, 이는 의미가 완전히 일치하지 않음. 원문은 '떠나기라도 한다면'이라는 가정과 우려의 뉘앙스를 담고 있어, 단순한 조건문보다 더 긴박하고 부정적인 가능성을 암시함. 따라서 원문의 뉘앙스를 살려 다시 번역해야 함. 주어는 생략되어 있지만 문맥상 '당신이 계속 기다리면'이라는 의미로, 말하는 사람이 상관에게 말하는 상황이므로 주어는 'If the train leaves'로 유지하고, 그에 따른 결과로 'His Grace will be furious'와 같은 표현이 적절함.","if the train leaves, his highness will --"
기다려.,기다려.,wait.,We need to wait.,"[한글 대화]는 평서문이며 명령문이 아니다. ""기다려.""는 명령이 아니라 누군가에게 조용히 기다리라고 말하는 평서문으로, 주어가 필요하다. 따라서 ""wait.""는 주어가 생략된 명령문이므로 정보의 양이 부족하다. 문맥상 이 대사는 부하에게 명령하는 상황이므로 주어를 포함한 능동태 문장으로 다시 번역해야 한다.",wait.
치직,치직,static,static,,tsss
예?,예?,what?,Pardon?,"[한글 대화] ""예?""는 상대방의 말을 듣고 놀라거나 이해하지 못했을 때 되묻는 표현으로, 영어로는 ""Pardon?"" 또는 ""Excuse me?"" 혹은 ""What did you say?"" 등으로 번역할 수 있다. 하지만 [1차 영어 번역문] ""what?""은 너무 직설적이고 무례하게 들릴 수 있다. 문맥상 상대방의 말을 듣고 놀라거나 되묻는 상황이므로 좀 더 공손한 표현이 적절하다.",pardon?
기다리라고.,기다리라고.,i said wait.,I told you to wait.,,i said wait.
후우,후우,haa,haa,,huuu...
힐끔,힐끔,glance,glance,,glance
치지직,치지직,static,static,,tsss
휘이이,휘이이,whoosh,whoosh,,whoosh
치직,치직,static,static,,tsss
조슈아...! 이게 대체 어떻게 된 겁니까!,조슈아! 이게 대체 어떻게 된 겁니까!,joshua...! what is going on?!,joshua...! what is going on?!,,joshua...! what is going on?!
"..아, 오스카 씨","..아, 오스카 씨","oh, oscar...","oh, oscar...",,"oh, oscar..."
..여기가 어디죠? 부인께서는..?,..여기가 어디죠? 부인께서는?,where are we? where is my wife...?,where are we? where is my wife...?,,where are we? where is madam winter...?
후우,후우,haa,haa,,huuu...
"하이윈드 역입니다, 왕자 전하.","하이윈드 역입니다, 왕자 전하.","we're at highwind station, your highness.","We are at Highwind Station, Your Highness.",,"we're at highwind station, your highness."
뿌우우우,뿌우우우,choo,choo,,vwoooo
이블린은 어디에 있는 겁니까?,이블린은 어디에 있는 겁니까?,where is evelyn?,Where is Lady Evelyn?,"원문의 [한글 대화]는 ""이블린은 어디에 있는 겁니까?""로, 존칭 표현이 포함된 정중한 질문이다. 하지만 [1차 영어 번역문] ""where is evelyn?""은 주어가 생략되어 있고, 정중한 표현도 빠져 있어 정보의 양이 부족하고 어조도 맞지 않는다. 따라서 주어를 포함하고 정중한 표현을 사용하여 다시 번역해야 한다.",where is evelyn?
.....,.....,......,......,,...
"..저로서는 그분을 막을 수 없었어요,",".저로서는 그분을 막을 수 없었어요,",i couldn't stop her...,i couldn't stop her...,,...i couldn't stop her.
"미안해, 쉐리.","미안해, 쉐리.","i'm sorry, sherry.","I'm sorry, Sherry.",,"i'm sorry, sherry."
도저히 그분의 고집을 꺾을 수가 없어서..,도저히 그분의 고집을 꺾을 수가 없어서.,i couldn't change her mind...,i couldn't change her mind...,,there was absolutely no way i could change her mind.
"... 혼자 남겠다 했어요,",". 혼자 남겠다 했어요,",she said she would stay behind...,she said she would stay behind...,,she said she would stay behind...
오로지 혼자..,오로지 혼자.,...all by herself.,...all by herself.,,...all by herself.
벌떡,벌떡,sit up,spring up,"‘벌떡’은 갑자기 몸을 일으키는 동작을 묘사하는 의태어로, 일반적으로 ‘stand up suddenly’ 또는 ‘spring up’ 등으로 번역된다. ‘sit up’은 앉은 상태에서 상체를 일으키는 동작으로, 의미가 다르므로 1차 번역문과는 의미가 일치하지 않는다. 따라서 새로 번역해야 한다. 문맥상 누군가가 갑자기 일어나는 장면이므로 ‘spring up’이 적절하다.",shft
타다다다,타다다다,tap,tatatatata,,tp tp tp
쿵,쿵,thud,thud,,thud
스윅,스윅,raise,raise,,glance
오스카,오스카,"oscar,","Oscar,",,"oscar,"
쾅,쾅,bang,bang,,bang
쾅,쾅,bang,bang,,bang
쾅,쾅,bang,bang,,bang
미안해,미안해,i'm sorry...,i'm sorry...,,i'm sorry.
언제나 네겐 짐만 떠 맡기는군,언제나 네겐 짐만 떠 맡기는군.,...i always leave you with a burden.,...i always leave you with a burden.,,i always leave you with a burden.
덜컹,덜컹,clunk,clunk,,clunk
덜컹,덜컹,clunk,clunk,,clunk
..미안하다,.미안하다,i'm sorry...,i'm sorry...,,i'm sorry.
철컹,철컹,clack,clack,,clunk
철컹,철컹,clack,clack,,clunk
뒷일을 부탁할게.,뒷일을 부탁할게.,...please take care of things.,...please take care of things.,,i'll leave the rest to you.
뿌우우우,뿌우우우,choo,choo,,vwoooo
척,척,point,point,,thwud
척,척,point,point,,thwud
척,척,point,point,,thwud
휘이이,휘이이,whoosh,whoosh,,whoosh
척,척,point,point,,thwud
척,척,point,point,,thwud
휘이이,휘이이,whoosh,whoosh,,whoosh
척,척,point,point,,thwud
윈터 공작.,윈터 공작.,"duke winter,",Duke Winter.,,"duke winter,"
철컥,철컥,click,click,,click
"아니, 이블린 윈터","아니, 이블린 윈터","no, evelyn winter.",No... Evelyn Winter?!,"해당 대사는 감탄사 ""아니,""로 시작되며, 이는 놀람이나 당혹감을 표현하는 감정적인 반응이다. 단순히 ""no""로 번역하면 감정의 뉘앙스가 충분히 전달되지 않는다. 또한, 문맥상 누군가를 인식하거나 확인하는 상황이므로 ""You are Evelyn Winter?"" 또는 ""Is that you, Evelyn Winter?""처럼 놀람과 인식이 결합된 표현이 더 적절하다. 하지만 원문은 의문문이 아니라 감탄문이므로, 감탄문 형태로 번역해야 한다. 따라서 ""No, Evelyn Winter...""는 감정이 실린 인식의 표현으로 자연스럽게 바꿔야 한다.","no, evelyn winter."
대공각하께서 명을 내리셨다.,대공각하께서 명을 내리셨다.,his grace has given an order.,His Excellency the Grand Duke has issued an order.,,by order of his highness...
휘이이,휘이이,whoosh,whoosh,,whoosh
왕손을 시해하고 도주하려던 죄를 물어,왕손을 시해하고 도주하려던 죄를 물어,"we will arrest you here and now,",We will arrest you here and now for attempting to murder a member of the royal family and flee.,"[한글 대화]는 '왕손을 시해하고 도주하려던 죄를 물어'로, 이는 '왕족을 죽이고 도망치려 한 죄로 인해'라는 의미이다. 반면 [1차 영어 번역문]은 단순히 '우리는 지금 너를 체포하겠다'는 내용만 담고 있어, 범죄의 구체적인 이유가 생략되어 정보의 양이 다르다. 따라서 [한글 대화]를 능동태로 재번역해야 한다. 주어는 'we'로 추론 가능하다.",...you are under arrest.
이 자리에서 즉시 체포하겠다.,이 자리에서 즉시 체포하겠다.,for the crime of killing a member of the royal family and attempting to flee.,I will place you under arrest right here and now.,"[한글 대화]는 ""이 자리에서 즉시 체포하겠다""로, 체포의 시점과 장소(즉시, 이 자리에서)를 명확히 언급하고 있다. 반면 [1차 영어 번역문]은 범죄 내용만 언급하고 체포 의사나 시점, 장소에 대한 정보가 없다. 따라서 정보의 양이 다르므로 새로 번역해야 한다. 주어는 명령을 내리는 인물(병사 또는 경비병 등)로 보고, 능동태로 번역한다.",you stand accused of murdering a member of the royal family and attempting to flee.
움직이지 마!,움직이지 마!,don't move!,Don't move!,,don't move!
또각,또각,step,step,,step
철컥,철컥,click,click,,click
허튼짓을 하면 쏘겠다!,허튼짓을 하면 쏘겠다!,i will shoot if you try anything funny!,I will shoot if you make any suspicious moves!,,we will shoot if you try anything!
무기를 버리고 투항해라.,무기를 버리고 투항해라.,drop your weapon and surrender.,Drop your weapon and surrender.,,drop your weapon and surrender.
술렁술렁,술렁술렁,clamor,clamor,,clamor
세상에 저 여자가..!,세상에 저 여자가..!,"oh my, it's her...!","oh my, it's her...!",,"oh my, it's her...!"
술렁술렁,술렁술렁,clamor,clamor,,murmur
왕자님을 살려내! 이 악마!,왕자님을 살려내! 이 악마!,"bring the prince back to life, you devil!","Bring the prince back to life, you devil!","[1차 한글 번역문]은 '왕자님을 살려내!'를 'bring the prince back to life'로 번역했는데, 이는 수동태가 아니라 명령문이므로 능동태로 간주할 수 있다. 그러나 '왕자님을 살려내!'는 한국어에서 명령형으로 강한 감정을 담고 있으며, 영어로는 'Bring the prince back to life!'처럼 느낌표를 포함해 감정을 살려야 한다. 또한 '이 악마!'는 'you devil!'로 잘 번역되었고, 전체적으로 의미와 정보량이 일치한다. 따라서 그대로 사용 가능하다.","bring the prince back to life, you devil!"
죽여! 죽여버려!,죽여! 죽여버려!,kill her! kill her!,Kill her! Kill her!,,kill her! kill her!
또각,또각,step,step,,step
선화/채색도움: 스타래빗,선화/채색도움: 스타래빗,to be continued...,to be continued...,,nan
kim_da_kim,kim_da_kim,to be continued...,to be continued...,,nan
