origin_hangle,changed_hangle,first_translate,second_translate,reason,label
"그럼, 즐거운 여행 되십시오, 스미스 씨.","그럼, 즐거운 여행 되십시오, 스미스 씨.","then have a pleasant trip, mr. smith.","Then, have a pleasant trip, Mr. Smith.",,"i hope you have a pleasant trip, mr. smith."
뚜벅뚜벅,뚜벅뚜벅,step,step,,step step
...뭐지?,...뭐지?,what...?,what...?,,what...?
대체 무슨 일이…,대체 무슨 일이…,what is going on...?,what is going on...?,,what is going on...?
덜컹,덜컹,rattle,rattle,,rattle
쉐—!,쉐—!,kya!,kya!,,she--!
"아니, 리사!","아니, 리사!",lisa!,"No, Lisa!","[한글 대화]는 ""아니, 리사!""로, 놀람이나 당황스러움을 표현하는 감탄문이다. 단순히 이름만 부르는 것이 아니라, 감정이 실린 외침이므로 단순히 ""Lisa!""라고만 번역하면 감정의 뉘앙스가 누락되어 정보의 양이 줄어든다. 따라서 감탄사 ""아니""에 해당하는 영어 표현을 추가해 감정을 살려야 한다. 주어는 생략 가능한 감탄문이므로 포함하지 않아도 된다.","i mean, lisa!"
타닥,타닥,tap,tap,,tap
어디 가는 거야!,어디 가는 거야!,where are you going?!,Where are you going?!,,where are you going?!
"쉐리,","쉐리,","sherry,","Sherry,",,"sherry,"
타다다다,타다다다,tap,tatatatata,,tp tp tp
사랑하는 내 딸,사랑하는 내 딸,"my dear daughter,","My beloved daughter,",,"my dear daughter,"
타다다다,타다다다,tap,tatatatata,,tp tp tp
부디 너만큼은 이 모든 고통에서 멀어질 수 있기를..,부디 너만큼은 이 모든 고통에서 멀어질 수 있기를.,i hope you can escape from all this suffering...,i hope you can escape from all this suffering...,,i hope that you can escape from all this pain.
밝은 미래에 도착하기를 간절히 기도하마.,밝은 미래에 도착하기를 간절히 기도하마.,i pray that you arrive at a bright future.,I sincerely pray that you will reach a bright future.,,i pray that a brighter future awaits you at the end of this journey.
그러기 위해 나는,그러기 위해 나는.,"and in order to make that happen,",I will do it to make that happen.,"[한글 대화]는 ""그러기 위해 나는.""으로 주어 '나'가 명확히 존재하며, 어떤 목적을 이루기 위해 '내가' 무엇을 하겠다는 의지를 나타내는 문장이다. 반면 [1차 영어 번역문]은 ""and in order to make that happen,""으로 끝나는 종속절 형태로, 주어와 동사가 모두 생략되어 있어 문장이 완성되지 않았고, '내가' 한다는 능동적인 표현이 빠져 있다. 따라서 정보의 양이 다르고, 능동태도 아니므로 새로 번역해야 한다.","to make that happen,"
휘이이,휘이이,whoosh,whoosh,,whoosh
홀로 남아 끝까지 싸우겠다.,홀로 남아 끝까지 싸우겠다.,i will stay behind and fight till the end.,I will stay behind and fight until the end.,,i will stay behind and fight until the very end.
부디 용서해주길...,부디 용서해주길...,i hope you can forgive me...,i hope you can forgive me...,,please forgive me...
덜컹,덜컹,rattle,rattle,,clunk
사랑한다.,사랑한다.,i love you.,I love you.,,i love you.
끼익,끼익,creak,creak,,creak
하아,하아,haa,haa,,haa
하아,하아,haa,haa,,haa
휘이이,휘이이,whoosh,whoosh,,fwoosh
흠칫,흠칫,flinch,flinch,,flinch
뿌우우,뿌우우,"choo, choo","choo, choo",,vwooo
뿌우우우,뿌우우우,"choo, choo","choo, choo",,vwoooo
휘이이,휘이이,whoosh,whoosh,,whoosh
툭,툭,tap,tap,,tk
"대령님,","대령님,","colonel,","Colonel,",,"colonel,"
슬슬 돌입해야 합니다.,슬슬 돌입해야 합니다.,we should begin now.,We should start moving in soon.,"‘슬슬 돌입해야 합니다’는 ‘이제 곧 어떤 행동을 시작해야 한다’는 의미로, ‘we should begin now’는 의미는 비슷하지만 ‘지금 바로 시작해야 한다’는 뉘앙스로 약간 더 급박하다. 또한 원문에는 주어가 없지만 문맥상 ‘we’가 적절하며, ‘돌입하다’는 단순히 ‘begin’보다는 ‘enter’나 ‘move in’처럼 더 구체적인 행동 개시를 의미하는 동사가 적절하다. 따라서 원문의 뉘앙스를 더 잘 살리기 위해 다시 번역해야 한다.",we should begin now.
처억,처억,point,point,,chk
이러다 기차가 떠나기라도 한다면 각하께서..,이러다 기차가 떠나기라도 한다면 각하께서.,"if the train leaves, his grace will--","If the train leaves like this, His Grace will be furious.","[한글 대화]는 ""이러다 기차가 떠나기라도 한다면 각하께서.""로, 주어는 생략되어 있지만 문맥상 '우리가 이렇게 하다가는'이라는 의미로 해석되며, '각하께서 (화내실 것이다/문제가 생길 것이다)'라는 암시적인 결과를 내포하고 있다. 반면 [1차 영어 번역문]은 ""if the train leaves, his grace will--""로 끝맺지 않은 문장으로, 결과를 생략한 채 번역되었다. 이는 정보의 양이 부족하며, 완전한 문장이 아니다. 따라서 [한글 대화]의 의미를 능동태로 명확히 전달하는 새로운 번역이 필요하다.","if the train leaves, his highness will --"
기다려.,기다려.,wait.,We need to wait.,"[한글 대화]는 평서문이며 명령문이 아니다. 따라서 주어가 필요하다. '기다려.'는 명령이 아니라 누군가에게 '기다리라'고 말하는 평서문으로 해석된다. 문맥상 상급자가 부하에게 말하는 상황이므로, 주어를 포함한 정중한 평서문으로 번역해야 한다.",wait.
치직,치직,static,static,,tsss
예?,예?,pardon?,What?,"[한글 대화] ""예?""는 놀람이나 당황, 혹은 되묻는 반응으로, ""pardon?""은 정중하게 다시 말해달라는 의미로 쓰이지만, 문맥상 ""예?""는 놀람에 가까운 감탄사로 보인다. 따라서 ""pardon?""보다는 놀람을 표현하는 감탄사로 번역하는 것이 더 적절하다.",pardon?
기다리라고.,기다리라고.,i said wait.,Wait.,"원문 ""기다리라고.""는 명령문이며, 주어가 생략된 형태입니다. 1차 영어 번역문 ""i said wait.""는 말한 사실을 전달하는 문장으로, 명령의 뉘앙스를 약화시키고 있습니다. 또한 원문의 핵심은 '기다려라'는 명령이지, '내가 그렇게 말했다'는 사실 전달이 아닙니다. 따라서 원문과 의미가 일치하지 않으며, 능동적인 명령문으로 다시 번역해야 합니다.",i said wait.
후우,후우,haa,haa,,huuu...
힐끔,힐끔,glance,glance,,glance
치지직,치지직,static,static,,tsss
휘이이,휘이이,whoosh,whoosh,,whoosh
치직,치직,static,static,,tsss
조슈아...! 이게 대체 어떻게 된 겁니까!,조슈아! 이게 대체 어떻게 된 겁니까!,joshua...! what is going on here?!,joshua...! what is going on here?!,,joshua...! what is going on?!
"..아, 오스카 씨","..아, 오스카 씨","oh, oscar...","oh, oscar...",,"oh, oscar..."
..여기가 어디죠? 부인께서는..?,..여기가 어디죠? 부인께서는?,where are we? where is my wife...?,where are we? where is my wife...?,,where are we? where is madam winter...?
후우,후우,haa,haa,,huuu...
"하이윈드 역입니다, 왕자 전하.","하이윈드 역입니다, 왕자 전하.","this is highwind station, your highness.","This is Highwind Station, Your Highness.",,"we're at highwind station, your highness."
뿌우우우,뿌우우우,"choo, choo...","choo, choo...",,vwoooo
이블린은 어디에 있는 겁니까?,이블린은 어디에 있는 겁니까?,where is evelyn?,Where is Lady Evelyn?,"원문의 [한글 대화]는 ""이블린은 어디에 있는 겁니까?""로, 이는 존칭을 사용한 정중한 질문이다. 하지만 [1차 영어 번역문] ""where is evelyn?""은 주어가 생략되어 있고, 정중함이 부족하다. 문맥상 질문자는 왕자이며, 이블린은 중요한 인물로 보이므로 정중한 표현이 필요하다. 따라서 주어를 명시하고 정중한 표현으로 다시 번역해야 한다.",where is evelyn?
.....,.....,......,......,,...
"..저로서는 그분을 막을 수 없었어요,","..저로서는 그분을 막을 수 없었어요,",i couldn't stop her...,i couldn't stop her...,,...i couldn't stop her.
"미안해, 쉐리.","미안해, 쉐리.","i'm sorry, sherry.","I'm sorry, Sherry.",,"i'm sorry, sherry."
도저히 그분의 고집을 꺾을 수가 없어서..,도저히 그분의 고집을 꺾을 수가 없어서.,i couldn't break her resolve...,i couldn't break her resolve...,,there was absolutely no way i could change her mind.
"... 혼자 남겠다 했어요,","... 혼자 남겠다 했어요,",she said she would stay behind...,she said she would stay behind...,,she said she would stay behind...
오로지 혼자..,오로지 혼자.,all alone...,all alone...,,...all by herself.
벌떡,벌떡,spring,spring,,shft
타다다다,타다다다,dash,tatatatata,,tp tp tp
쿵,쿵,thud,thud,,thud
스윅,스윅,glance,glance,,glance
오스카,오스카,"oscar,","Oscar,",,"oscar,"
쾅,쾅,bang,bang,,bang
쾅,쾅,bam,bam,,bang
쾅,쾅,bang,bang,,bang
미안해,미안해.,i'm sorry.,I'm sorry.,,i'm sorry.
언제나 네겐 짐만 떠 맡기는군,언제나 네겐 짐만 떠 맡기는군.,i'm always leaving you to carry my burdens.,I'm always making you shoulder my burdens.,,i always leave you with a burden.
덜컹,덜컹,rattle,rattle,,clunk
덜컹,덜컹,clunk,clunk,,clunk
..미안하다,..미안하다,i'm sorry.,I'm sorry.,,i'm sorry.
철컹,철컹,clunk,clunk,,clunk
철컹,철컹,clunk,clunk,,clunk
뒷일을 부탁할게.,뒷일을 부탁할게.,i'll leave the rest to you.,I'll ask you to take care of what comes next.,,i'll leave the rest to you.
뿌우우우,뿌우우우,"choo, choo","choo, choo",,vwoooo
척,척,point,step,,thwud
척,척,point,point,"해당 [한글 대화] '척'은 효과음을 나타내는 의성어 또는 의태어로, 인물이 무언가를 겨누거나 조준하는 동작을 묘사하는 표현이다. 따라서 효과음으로 판단되며, 1차 영어 번역문 'point'는 이 의미를 잘 전달하고 있다.",thwud
척,척,point,point,"해당 [한글 대화] '척'은 효과음을 나타내는 의성어 또는 의태어로, 인물이 어떤 행동을 하는 소리를 묘사하는 표현이다. 따라서 번역 검토 기준에 따라 [1차 영어 번역문]을 그대로 사용한다.",thwud
휘이이,휘이이,whoosh,whoosh,,whoosh
척,척,point,point,"해당 [한글 대화] '척'은 효과음을 나타내는 의성어/의태어로, 인물이 어떤 행동을 취하는 순간의 소리를 표현한 것이다. 따라서 번역 검토 기준에 따라 [1차 영어 번역문] 'point'를 그대로 사용해도 된다.",thwud
척,척,point,step,,thwud
휘이이,휘이이,whoosh,whoosh,,whoosh
척,척,point,point,,thwud
윈터 공작.,윈터 공작.,"duke winter,",Duke Winter.,,"duke winter,"
철컥,철컥,click,click,,click
"아니, 이블린 윈터","아니, 이블린 윈터.","no, evelyn winter.","No, Evelyn Winter.",,"no, evelyn winter."
대공각하께서 명을 내리셨다.,대공각하께서 명을 내리셨다.,his grace has given us orders.,His Grace has issued an order.,,by order of his highness...
휘이이,휘이이,whoosh,whoosh,,whoosh
왕손을 시해하고 도주하려던 죄를 물어,왕손을 시해하고 도주하려던 죄를 물어,we will arrest you immediately for the crime of killing a member of the royal family...,we will arrest you immediately for the crime of killing a member of the royal family...,,...you are under arrest.
이 자리에서 즉시 체포하겠다.,이 자리에서 즉시 체포하겠다.,...and trying to flee the scene.,...and trying to flee the scene.,,you stand accused of murdering a member of the royal family and attempting to flee.
움직이지 마!,움직이지 마!,don't move!,Don't move!,,don't move!
또각,또각,step,step,,step
철컥,철컥,click,click,,click
허튼짓을 하면 쏘겠다!,허튼짓을 하면 쏘겠다!,we will shoot if you try anything!,We will shoot if you try anything!,,we will shoot if you try anything!
무기를 버리고 투항해라.,무기를 버리고 투항해라.,drop your weapon and surrender.,Drop your weapon and surrender.,,drop your weapon and surrender.
술렁술렁,술렁술렁,clamor,clamor,,clamor
세상에 저 여자가..!,세상에 저 여자가!,"my goodness, it's her...!","my goodness, it's her...!",,"oh my, it's her...!"
술렁술렁,술렁술렁,murmur,murmur,,murmur
왕자님을 살려내! 이 악마!,왕자님을 살려내! 이 악마!,"bring the prince back to life, you devil!","bring the prince back to life, you devil!","[1차 한글 번역문]은 '왕자님을 살려내!'를 'bring the prince back to life'로 번역했는데, 이는 수동태가 아니라 명령문이므로 능동태로 간주할 수 있다. 의미도 일치하고 정보의 양도 같다. '이 악마!'는 'you devil!'로 번역되어 의미와 정보량이 동일하다. 따라서 1차 영어 번역문을 그대로 사용해도 된다.","bring the prince back to life, you devil!"
죽여! 죽여버려!,죽여! 죽여버려!,kill! kill them of!,Kill her! Kill her now!,"원문 ""죽여! 죽여버려!""는 명령형 감탄문으로, 대상이 단수이며 감정이 격앙된 상태에서 외치는 말이다. 1차 영어 번역문 ""kill! kill them of!""는 문법적으로 틀렸고, ""them""이라는 복수 대상이 등장해 원문의 단수 대상과 불일치하며, ""kill them of""는 영어에서 자연스럽지 않은 표현이다. 따라서 원문에 맞게 단수 대상으로 감정이 실린 명령문을 능동태로 새롭게 번역해야 한다.",kill her! kill her!
또각,또각,step,step,,step
선화/채색도움: 스타래빗,선화/채색도움: 스타래빗,to be continued...,to be continued...,,nan
kim_da_kim,kim_da_kim,to be continued...,to be continued...,,nan
