origin_hangle,changed_hangle,first_translate,second_translate,reason,label
이제 더 이상 시민들은 허울뿐인 권력에 충성하지 않아.,이제 더 이상 시민들은 허울뿐인 권력에 충성하지 않아.,the people no longer follow empty power.,The citizens no longer remain loyal to hollow authority.,"[1차 한글 번역문]은 ""사람들은 더 이상 허울뿐인 권력을 따르지 않는다""로 해석되며, 이는 [한글 대화] ""이제 더 이상 시민들은 허울뿐인 권력에 충성하지 않아""와 의미는 유사하지만, ""시민들""이라는 구체적인 주체가 ""사람들""로 바뀌었고, ""충성하지 않아""가 ""따르지 않는다""로 바뀌어 뉘앙스 차이가 있다. 또한 ""충성""은 ""follow""보다는 ""swear loyalty""나 ""remain loyal"" 같은 표현이 더 적절하다. 따라서 의미 차이와 표현의 정확성을 고려해 다시 번역해야 한다.",the people no longer swear loyalty to a power built on illusion.
"쓸모없는 장기말은 방해가 되기 전에 미리 치워버렸어야 했는데,",쓸모없는 장기말은 방해가 되기 전에 미리 치워버렸어야 했는데.,i should have gotten rid of useless pawns before they became a nuisance.,I should have removed the useless pawns before they got in the way.,,i should have cast aside the useless pawn before it got in the way...
내가 어리석었어.,내가 어리석었어.,i was foolish.,I was foolish.,,i was fool.
무슨 말씀을 하고 싶으신 겁니까?,무슨 말씀을 하고 싶으신 겁니까?,what are you trying to say?,What exactly are you trying to say?,,what are you trying to say?
드르륵,드르륵,clunk,clunk,,drrrk
넌 이 자리에서 내 손에 죽는다는 얘기야.,넌 이 자리에서 내 손에 죽는다는 얘기야.,i'm saying that i'm going to kill you right here with my own hands.,I'm telling you that I will kill you right here with my own hands.,,i'm saying that i'm going to kill you right here with my own hands.
철컥,철컥,click,click,,click
믿을 수 없군요.,믿을 수 없군요.,i can't believe it.,I can't believe it.,,i can't believe it.
겁도 없이 홀로 걸어들어오면서 이 정도도 예상 못 했나?,겁도 없이 홀로 걸어들어오면서 이 정도도 예상 못 했나?,"you walked in here alone without fear, but you didn't see this coming?",Did you really walk in here all alone without fear and not expect this to happen?,"원문의 주어는 '너'이고, '겁도 없이 홀로 걸어들어오면서 이 정도도 예상 못 했나?'는 상대방이 무모하게 행동했음을 지적하며 비난하는 말투다. 1차 영어 번역문은 의미는 대체로 일치하지만, 원문의 비난조를 충분히 살리지 못하고 의문문으로만 표현되어 어조가 약하다. 따라서 원문의 뉘앙스를 살려 능동태로 재번역한다.","surely, you saw this coming when you dared to walk in so barely."
피식,피식,ha...,ha...,,smirk
"자의가 아닐 거라 믿습니다, 부인.","자의가 아닐 거라 믿습니다, 부인.","i know it's not your choice, your grace.","I believe this wasn't your decision, Your Grace.","[한글 대화]는 ""믿습니다""라고 하여 화자의 믿음을 표현하고 있지만, [1차 한글 번역문]은 ""압니다""로 번역되어 의미가 다릅니다. 또한 ""믿습니다""는 주관적인 추측이나 신념을 나타내므로 ""I believe""가 적절합니다. 따라서 다시 번역해야 합니다.","i'm sure you had no choice, madam."
하하하하! 순진하기는..,하하하하! 순진하기는.,hahaha! how naive.,Hahaha! You're so naive.,,"hahaha! how naiive.
(i에 점이 둘...)"
"난 네 그런 점이 몸서리치게 싫었단다, 꼬마야.","난 네 그런 점이 몸서리치게 싫었단다, 꼬마야.","i despise that about you, little boy.","I absolutely loathe that about you, little boy.","[1차 한글 번역문]은 ""난 네 그런 점이 몸서리치게 싫었단다, 꼬마야.""를 단순히 ""i despise that about you, little boy.""로 번역했는데, ""몸서리치게""라는 강한 혐오의 뉘앙스가 누락되어 정보의 양이 다릅니다. 따라서 원문에 담긴 강한 감정을 살려 다시 번역해야 합니다.","i despise that about you, little boy."
끼릭,끼릭,click,click,,click
이렇게나 물정을 모르다니..,이렇게나 물정을 모르다니.,you have no idea how the world works.,You really are clueless about how the world works.,,you have no idea how the world works.
"제 시체를 숙부님께 가져다드리면, 부인을 살려주겠다고 약조하던가요?","제 시체를 숙부님께 가져다드리면, 부인을 살려주겠다고 약조하던가요?",did my uncle promise to spare you if you brought him my dead body?,Did my uncle promise to spare your life if you delivered my corpse to him?,"[한글 대화]는 ""제 시체를 숙부님께 가져다드리면, 부인을 살려주겠다고 약조하던가요?""로, 주어는 '숙부님'이고, 문장은 능동태입니다. 하지만 [1차 영어 번역문]은 ""did my uncle promise to spare you if you brought him my dead body?""로, 주어는 'my uncle'이지만 문장이 수동적인 구조로 되어 있어 원문의 뉘앙스와 다릅니다. 특히 ""약조하던가요?""는 정중한 어투의 질문인데, 1차 번역문은 다소 캐주얼한 느낌입니다. 따라서 정중한 어조와 능동태를 유지하며 다시 번역해야 합니다.",did my uncle promise to spare your life in exchange for my lifeless body?
그보다 좋은 뇌물은 없겠지.,그보다 좋은 뇌물은 없겠지.,that would be the best bribe.,There couldn't be a better bribe than that.,,there's no better bribe than that.
숙부님은 절대 약속을 지킬 분이 아닙니다.,숙부님은 절대 약속을 지킬 분이 아닙니다.,my uncle never keeps his promises.,My uncle would never keep his promises.,,my uncle never keeps his promises.
그건 해봐야 알 일이고.,그건 해봐야 알 일이고.,we'll see about that.,We won't know until we try.,"[한글 대화]는 ""그건 해봐야 알 일이고.""로, 이는 어떤 결과가 나올지는 실제로 시도해 보기 전에는 모른다는 의미다. [1차 영어 번역문] ""we'll see about that.""은 비슷한 의미를 전달하지만, 영어 표현은 다소 도전적이고 반박의 뉘앙스를 담고 있어 원문의 중립적인 어조와는 다르다. 따라서 원문의 의미를 더 정확히 반영하는 중립적이고 설명적인 표현으로 다시 번역해야 한다.",we'll see about that.
끼릭,끼릭,click,click,,click
"..부인, 제발.","부인, 제발.","please, your grace.","Your Grace, please.","원문 ""부인, 제발.""은 ""Your Grace, please.""가 되어야 자연스럽고 공손한 표현입니다. ""please, your grace.""는 어순이 어색하고 감정의 흐름이 부자연스럽습니다. 또한 ""부인""은 여기서 귀족 여성에 대한 존칭이므로 ""Your Grace""로 번역하는 것이 적절합니다.","please, madam."
저는 죽음이 두려운 게 아닙니다.,저는 죽음이 두려운 게 아닙니다.,i'm not afraid of dying.,I'm not afraid of death.,,i'm not afraid of death.
당신을 돕고 싶습니다.,당신을 돕고 싶습니다.,i want to help you.,I want to help you.,,i want to help you.
"차라리 도망가겠다면, 제가 도와드리겠습니다.","차라리 도망가겠다면, 제가 도와드리겠습니다.","if you want to run away, i will help you.","If you would rather run away, I will help you.",,"if you want to run away, i will help you."
당신 혼자만이라도 알테릭을 떠난다면..,당신 혼자만이라도 알테릭을 떠난다면.,if you leave altrek on your own...,if you leave altrek on your own...,,if you could escape alteric...
하하하하! 총구를 눈앞에 두고도 정신을 못 차렸구나.,하하하하! 총구를 눈앞에 두고도 정신을 못 차렸구나.,"hahaha! you still don't get it, even with a gun to your face.","Hahaha! You still haven't come to your senses, even with a gun pointed at your face.",,"hahaha! you still don't get it, even with a gun aimed at you."
깔깔,깔깔,cackle,cackle,,cackle
"이럴때는 달아나야 하는 거다, 멍청아!","이럴 때는 달아나야 하는 거다, 멍청아!","this is when you're supposed to run, you fool!","This is when you should run, you idiot!",,"this is the part where you run, you fool!"
왜 스스로를 지옥에 빠뜨리십니까?,왜 스스로를 지옥에 빠뜨리십니까?,why are you sending yourself to hell?,Why would you cast yourself into hell?,"[1차 한글 번역문]은 ""왜 당신은 자신을 지옥에 보내고 있습니까?""로 해석되며, 이는 수동태 표현이다. 반면 [한글 대화]는 ""왜 스스로를 지옥에 빠뜨리십니까?""로 능동적인 표현이다. 따라서 수동태가 사용된 [1차 영어 번역문]은 적절하지 않으며, 능동태로 다시 번역해야 한다. 주어는 'you'이며, 공손한 표현이 필요하므로 'do you' 대신 'would you'를 사용하는 것이 적절하다.",why do you insist on dragging yourself into hell?
"기어오르지 마라, 애송아.","기어오르지 마라, 애송아.","don't get cocky, brat.","Don't try to climb up to my level, brat.","'기어오르지 마라'는 dosliteral하게는 'crawl up' 또는 'climb up'의 의미로, 상대가 자신보다 높은 위치로 올라오려는 것을 막는 표현이다. 이는 은유적으로 '감히 나와 같은 위치에 오르려 하지 마라'는 의미로 해석된다. 반면 'don't get cocky'는 '건방지게 굴지 마'라는 의미로, 원문의 '기어오르지 마라'와는 뉘앙스가 다르다. 또한 '애송아'는 'brat'으로 적절히 번역되었지만, 전체적으로 원문의 의미와 정보량이 일치하지 않는다. 따라서 원문을 능동태로 재번역해야 한다.","don't get cocky, you fool."
부인께선 억지로 위악을 떨며 모든 죄업을 떠안으려 하십니다.,부인께선 억지로 위악을 떨며 모든 죄업을 떠안으려 하십니다.,you're pretending to be evil so you can take all the blame.,"Madam, you are deliberately acting wicked to shoulder all the sins yourself.","원문은 존댓말이며, ""부인께선""이라는 표현에서 상대방이 높은 지위에 있음을 알 수 있다. 또한 1차 번역문은 평어체로 번역되어 공손함이 반영되지 않았고, 주어도 생략되어 있다. 따라서 존댓말과 공손한 어조를 유지하며 능동태로 다시 번역해야 한다.",you pretend to be evil so you can bear the blame alone.
뭘 안다고 지껄이는 거야.,뭘 안다고 지껄이는 거야.,what do you know?,What makes you think you know anything? Stop spouting nonsense.,"[한글 대화]는 ""뭘 안다고 지껄이는 거야""로, 이는 ""네가 뭘 안다고 그렇게 말하느냐""는 의미의 비난조 표현이다. [1차 영어 번역문] ""what do you know?""는 단순히 ""너는 무엇을 아느냐?""는 의미로, 원문의 비난의 뉘앙스나 말투가 반영되지 않았고 정보의 양도 부족하다. 따라서 원문의 어조와 의미를 살려 다시 번역해야 한다.",you know nothing.
하,하.,ha.,Ha.,,ha...
고통스러워 보입니다.,고통스러워 보입니다.,you look like you're in pain.,You look like you're in pain.,,you look like you're in pain.
하하하..,하하하.,hahaha.,hahaha.,,hahaha.
피식,피식,ha...,ha...,,smirk
대단한 성인 납셨군 그래,대단한 성인 납셨군 그래.,we have a saint in our midst.,What a great saint has graced us with their presence.,"[1차 영어 번역문] ""we have a saint in our midst.""를 한글로 번역하면 ""우리 가운데 성인이 있군."" 정도로 해석되며, 이는 [한글 대화] ""대단한 성인 납셨군 그래.""와 유사한 의미를 전달하지만, 원문에 담긴 비꼬는 어조와 강조된 표현(‘대단한’, ‘납셨군 그래’)이 충분히 반영되지 않았고, 주어도 명확하지 않다. 따라서 원문의 뉘앙스를 살려 능동태로 다시 번역해야 한다.",we have a saint in our midst.
부디 곁에서 당신의 짐을 나누어 들도록 허락해 주세요.,부디 곁에서 당신의 짐을 나누어 들도록 허락해 주세요.,please allow me to help carry your burden.,Please allow me to share your burden by your side.,,"please, let me share your burden."
타앙,타앙,bang,bang,,bang
까불지 마!,까불지 마!,stop it!,Don't mess with me!,"'까불지 마!'는 '장난치지 마!' 또는 '건방지게 굴지 마!'라는 의미로, 상대방의 행동을 제지하거나 경고하는 강한 어조의 표현이다. 'stop it!'은 단순히 '그만해'라는 의미로, 원문의 강한 어조나 경고의 뉘앙스를 충분히 담고 있지 않다. 따라서 원문의 어조와 의미를 살려 능동적인 표현으로 다시 번역해야 한다.",shut up!
버럭,버럭,shout,Shout,,shout
장기말 주제에!,장기말 주제에!,you're just a pawn!,You're just a pawn!,,you're just a pawn!
감히 성인군자 흉내나 내고 말이야!,감히 성인군자 흉내나 내고 말이야!,how dare you act like a saint!,How dare you pretend to be a saint!,"[한글 대화]는 ""감히 성인군자 흉내나 내고 말이야!""로, '감히'라는 표현을 통해 상대방의 행동을 비난하고 있으며, '성인군자 흉내'라는 말은 단순히 '행동하다(act)'보다 더 구체적으로 '흉내내다(pretend)' 또는 '모방하다(imitate)'의 의미를 담고 있다. 하지만 [1차 영어 번역문]은 ""how dare you act like a saint!""로 번역되어 '흉내내다'의 뉘앙스가 약하고, 감정의 강도도 다소 약하게 표현되었다. 따라서 'pretend to be a saint'와 같이 더 정확한 표현으로 다시 번역해야 한다.",how dare you act like a saint!
주륵,주륵,drip,drip,,drip
그냥 인형처럼 가만히 앉아 내가 시키는 대로만 했으면 됐을 것을!,그냥 인형처럼 가만히 앉아 내가 시키는 대로만 했으면 됐을 것을!,you should have just sat still like a doll and done as i said!,You should have just sat still like a doll and followed my orders!,,you should have sat still like a puppet and done as i command!
네가 다 자초한 거야!,네가 다 자초한 거야!,you brought this on yourself!,You brought this on yourself!,,you brought this on yourself!
네 눈앞에 뭐가 있는지 똑바로 봐!,네 눈앞에 뭐가 있는지 똑바로 봐!,look what's in front of you!,Take a good look at what's right in front of you!,"원문 ""네 눈앞에 뭐가 있는지 똑바로 봐!""는 명령문이며, ""똑바로 봐""라는 표현은 단순히 ""봐""가 아니라 ""정확히"", ""제대로"" 보라는 강조의 의미를 담고 있다. 1차 영어 번역문 ""look what's in front of you!""는 이 강조가 빠져 있어 의미가 완전히 일치하지 않는다. 따라서 강조를 살려 다시 번역해야 한다.",look what's in front of you!
사랑합니다.,사랑합니다.,i love you.,I love you.,,i love you.
하하하!,하하하!,hahaha!,hahaha!,,hahaha!
사랑타령은 무덤 속에서 마저 하렴,사랑타령은 무덤 속에서 마저 하렴.,you can talk about love in your grave.,Keep babbling about love in your grave.,"[1차 한글 번역문]은 ""무덤 속에서 사랑에 대해 이야기할 수 있다""는 의미로, 원문의 ""사랑타령은 무덤 속에서 마저 하렴""과는 어조와 뉘앙스가 다릅니다. 원문은 경멸과 냉소가 담긴 명령형으로, ""죽어서도 사랑타령이나 해라""는 식의 비아냥입니다. 따라서 원문에 담긴 감정과 명령형 어조를 반영하여 다시 번역해야 합니다.",you can cry about love all you want in your grave.
아하하,아하하,hahaha!,hahaha!,,ahahaha
"신이시여,","신이시여,","dear god,","Dear God,",,"dear god,"
부디 이 고통에 몸부림치는 영혼을 구제해 주십시오.,부디 이 고통에 몸부림치는 영혼을 구제해 주십시오.,please save this soul in pain.,Please save this soul writhing in agony.,"원문 ""부디 이 고통에 몸부림치는 영혼을 구제해 주십시오.""는 단순히 ""고통받는 영혼""이 아니라 ""고통에 몸부림치는""이라는 표현을 통해 더 극심한 고통과 절박함을 강조하고 있다. 그러나 1차 영어 번역문 ""please save this soul in pain.""은 단순히 ""고통받는 영혼""으로 번역되어 원문의 강한 표현이 누락되었고, 정보의 양도 줄어들었다. 따라서 원문을 기준으로 다시 번역해야 한다.",please save this suffering soul.
내게 영혼 따위 있을 리가 없어!,내게 영혼 따위 있을 리가 없어!,i don't have a soul!,There’s no way someone like me could have a soul.,"[한글 대화]는 ""내게 영혼 따위 있을 리가 없어!""로, 이는 단순히 ""나는 영혼이 없어""가 아니라 ""내가 영혼을 가졌을 리가 없다""는 강한 부정과 단념의 뉘앙스를 담고 있다. 반면 [1차 영어 번역문] ""i don't have a soul!""은 단순한 현재형 부정으로, 원문의 강한 부정과 체념의 뉘앙스를 충분히 담지 못한다. 따라서 의미가 일치하지 않으며, 원문의 뉘앙스를 살려 다시 번역해야 한다.",i have no soul!
진작에 포기한지 오래니까!,진작에 포기한 지 오래니까!,i gave up on it a long time ago!,I gave up on it a long time ago!,,i cast it away long ago!
스스로를 악마라고 여기는 가여운 여인을 부디 구원해 주십시오.,스스로를 악마라고 여기는 가여운 여인을 부디 구원해 주십시오.,please save this poor woman who thinks she is the devil.,please save this poor woman who thinks she is the devil.,"[1차 한글 번역문]은 'please save this poor woman who thinks she is the devil'로, 이는 수동태가 아니며, '스스로를 악마라고 여기는 가여운 여인'이라는 표현과 의미도 일치하고 정보의 양도 동일하다. 주어는 생략 가능한 명령문이므로 현재 형태로도 무방하다.",have mercy on this poor woman who believes herself to be the devil.
"이만 작별이다, 조슈아.","이만 작별이다, 조슈아.","goodbye, joshua.","This is farewell, Joshua.","[한글 대화]는 ""이만 작별이다, 조슈아.""로, 이는 단순한 'goodbye'보다 더 격식 있고 무게감 있는 작별 인사이다. 또한 '조슈아'라는 이름이 포함되어 있어 대상이 명확하다. [1차 영어 번역문]은 ""goodbye, joshua.""로 의미는 유사하지만, ""이만 작별이다""의 문어체적이고 비장한 어조가 반영되지 않았다. 따라서 더 격식 있고 문어체적인 표현으로 다시 번역해야 한다.","goodbye, joshua."
그녀는 대의를 위해 악마를 자처한 것뿐입니다.,그녀는 대의를 위해 악마를 자처한 것뿐입니다.,she only played the devil for the greater good.,She willingly became a devil for the greater good.,"[1차 한글 번역문]은 ""그녀는 대의를 위해 악마를 자처한 것뿐입니다.""를 ""그녀는 단지 대의를 위해 악마 역할을 했다""로 번역했는데, 이는 수동적인 뉘앙스를 가지며 '자처하다'의 자발적이고 능동적인 의미를 충분히 반영하지 못하고 있음. 따라서 능동태로 다시 번역해야 한다.",she wore the devil's mask for the sake of the greater good.
신의를 저버린 것이 아닙니다.,신의를 저버린 것이 아닙니다.,she did not betray god.,She did not betray her oath of loyalty.,"[한글 대화]는 ""신의를 저버린 것이 아닙니다.""로, '신의'는 'trust' 또는 'faith'로 해석되며, 'god'이 아님. [1차 영어 번역문]은 'she did not betray god'로 번역되어 의미가 다르고 정보의 왜곡이 있음. 따라서 원문에 맞게 능동태로 재번역해야 함. 주어는 문맥상 화자가 말하는 대상인 'she'로 판단됨.",she did not betray her faith.
"그래, 맞아.","그래, 맞아.",that's right.,"Yes, that's right.",,"yes, that's right."
끼릭,끼릭,click,click,,click
언제나 약속을 깨는 것은 인간뿐이지.,언제나 약속을 깨는 것은 인간뿐이지.,only humans break promises.,Humans are the only ones who always break their promises.,"[1차 한글 번역문]은 ""오직 인간만이 약속을 깬다""는 의미로, [한글 대화] ""언제나 약속을 깨는 것은 인간뿐이지""와 의미는 유사하지만, ""언제나""라는 시간적 빈도 표현이 누락되어 정보의 양이 다릅니다. 따라서 [1차 영어 번역문]은 사용할 수 없으며, ""언제나""를 포함해 능동태로 다시 번역해야 합니다. 주어는 ""humans""입니다.",humans are the only ones who break promises.
악마는 반드시 맹세를 지킨다.,악마는 반드시 맹세를 지킨다.,the devil always keeps its word.,The devil always keeps their word.,,the devil always keeps its word.
어떻게든.,어떻게든.,one way or another.,Somehow.,,on way or the other.
사랑해요.,사랑해요.,i love you.,I love you.,,i love you.
타앙,타앙,bang,bang,,bang
좀 더 빨리 달려! 제발!,좀 더 빨리 달려! 제발!,go faster! please!,Run faster! Please!,"[한글 대화]의 주어는 명시되어 있지 않지만, 문맥상 말을 타고 있는 인물이 말에게 하는 말로 보입니다. 따라서 영어 번역에서는 명확한 주어를 넣어야 하며, ""You""를 주어로 추가해야 합니다. 또한 ""좀 더 빨리 달려!""는 단순히 ""go faster!""보다 더 간절한 느낌이 있으므로, ""Run faster!""가 더 적절합니다.",go faster! please!
다그닥,다그닥,gallop,gallop,,gallop
다그닥,다그닥,gallop,gallop,,gallop
"아이고 도련님, 막 자다 깬 말을 채찍질하면 뒷발굽에 차일 지도 모릅니다?","아이고 도련님, 막 자다 깬 말을 채찍질하면 뒷발굽에 차일지도 모릅니다?","goodness, sir. if you whip a horse that just woke up, it might kick you.","Goodness, sir. If you whip a horse that just woke up, it might kick you.","원문의 '아이고 도련님'은 공손한 표현이며, '막 자다 깬 말'이라는 구체적인 정보가 포함되어 있다. 1차 영어 번역문은 전체 의미를 잘 전달하고 있고, 공손한 어조도 적절히 반영되어 있으며, 능동태로 표현되어 있다. 정보의 양도 동일하다.","goodness, sir. if you whip a horse that just woke up, it might kick you."
휴,휴.,haa...,haa...,,haa...
"장난할 때가 아냐, 조슈아가 심상치 않았다고!","장난할 때가 아냐, 조슈아가 심상치 않았다고!",this is no time to joke around! joshua looked serious!,This is no time to joke around. Something was clearly wrong with Joshua!,"[1차 한글 번역문]은 ""조슈아가 심상치 않았다고!""를 ""조슈아가 심각해 보였어!""로 번역했는데, 이는 원문의 의미와 다릅니다. 원문은 조슈아의 상태가 심상치 않았다는 '이상 징후'나 '위험 신호'를 말하는 것이며, 단순히 '심각해 보였다'는 외형적 묘사로 축소되어 정보의 양이 줄었습니다. 따라서 능동태로 의미를 보존해 다시 번역해야 합니다.",this is no time for jokes. something was wrong with joshua!
"늦은 밤에 갑자기 뛰쳐나가다니, 그렇게 굳을 얼굴을 하곤..","늦은 밤에 갑자기 뛰쳐나가다니, 그렇게 굳을 얼굴을 하곤.",he ran out in the middle of the night with a grim look on his face.,he ran out in the middle of the night with a grim look on his face.,"원문의 주어는 명확하지 않지만, 문맥상 '조슈아'를 지칭하는 것으로 보이며, 1차 영어 번역문은 이를 'he'로 번역해 적절함. 또한 '늦은 밤에 갑자기 뛰쳐나가다니'는 'he ran out in the middle of the night'로, '그렇게 굳을 얼굴을 하곤'은 'with a grim look on his face'로 자연스럽게 번역되어 의미와 정보량이 모두 일치함. 수동태도 아님.",he ran out in the middle of the night with a serious look on his face.
공작저로 간 게 틀림없어.,공작저로 간 게 틀림없어.,he must have gone to the winter estate.,He must have gone to the Winter estate.,"원문 ""공작저로 간 게 틀림없어""는 '그가 공작저로 갔다'는 확신을 표현하는 문장이다. 1차 영어 번역문은 이를 잘 반영하고 있으며, 주어도 명시되어 있고 능동태이며 정보의 양도 동일하다.",he must have gone to the winter estate.
"..어라,",어라.,huh?,huh?,"[한글 대화] ""어라.""는 놀람이나 의아함을 표현하는 감탄사로, 영어로는 ""Huh?"" 또는 ""Oh?"" 등으로 번역할 수 있다. [1차 영어 번역문] ""huh?""는 이 감탄사의 의미와 어조를 잘 반영하고 있으며, 정보의 양도 동일하다.",huh?
"룩스, 지금 몇 시지?","룩스, 지금 몇 시지?","lux, what time is it?","Lux, what time is it now?",,"lux, what time is it?"
"몇 시긴요, 다들 한창 자고 있을 새벽 4시입니다만?","몇 시긴요, 다들 한창 자고 있을 새벽 4시입니다만?","what do you think? it's 4 a.m., when everyone is sleeping.","It's 4 a.m., when everyone is still fast asleep.","[1차 한글 번역문]은 원문의 공손한 어조와 정보의 양을 제대로 반영하지 못하고 있으며, ""what do you think?""는 원문에 없는 내용이 추가되어 의미가 다릅니다. 또한 원문은 ""다들 자고 있는 새벽 4시""라는 구체적인 시간과 상황을 설명하고 있으므로, 이를 반영해 능동태로 다시 번역해야 합니다.",it's 4 A.M... everyone is still fast asleep.
..그럼 아직 해가 뜨려면 멀었잖아.,그럼 아직 해가 뜨려면 멀었잖아.,then it's still a long time until the sun rises.,Then we still have a long time until sunrise.,,then it's still a long way until sunrise.
중얼,중얼,mumble,mumble,,mumble
휘이이,휘이이,whoosh,whoosh,,fwoosh
뭐지..?,뭐지?,what...?,what...?,,what...?
가까이 가!,가까이 가!,get closer!,Get closer!,,get closer!
다그닥,다그닥,gallop,gallop,,gallop
다그닥,다그닥,clop,clop,,(번역 제거됨)
"어이쿠, 귓가에 대고 소리 지르지 마세요!","어이쿠, 귓가에 대고 소리 지르지 마세요!",please don't shout in my ear!,Oh my! Please don't shout right next to my ear!,"원문 ""어이쿠, 귓가에 대고 소리 지르지 마세요!""는 놀람의 감탄사 ""어이쿠""와 정중한 부탁 표현 ""소리 지르지 마세요""로 구성되어 있으며, ""귓가에 대고""라는 구체적인 위치 정보가 포함되어 있음. 하지만 [1차 영어 번역문] ""please don't shout in my ear!""는 ""어이쿠""라는 감탄사가 생략되어 있고, ""귓가에 대고""는 ""in my ear""로 번역되어 의미는 유사하나, 감탄사가 빠져 있어 정보의 양이 다름. 따라서 새로 번역해야 함.",please don't shout in my ear!
휘이이,휘이이,whoosh,whoosh,,fwoosh
왕국력 1253년 2월 19일.,왕국력 1253년 2월 19일.,"on february 19th, 1253,","On February 19th, in the year 1253 of the Kingdom.",,"on february 19, 1253 of the kingdom calendar,"
휘이이,휘이이,whoosh,whoosh,,fwoosh
윈터 공작가의 저택은 불길 속에 잠식되었다.,윈터 공작가의 저택은 불길 속에 잠식되었다.,the winter estate was engulfed in flames.,The Winter Duke's mansion was engulfed in flames.,,the winter estate was engulfed in flames.
화르륵,화르륵,blaze,blaze,,fwoom
맙소사..,맙소사.,my goodness...,my goodness...,,my goodness...
활활,활활,blaze,blaze,,blaze
이게.. 대체..,이게 대체.,what... happened...?,what... happened...?,,what in the world...?
조슈아!!,조슈아!,joshua!!,Joshua!,,joshua!!
화르륵,화르륵,flicker,flicker,,fwooom
"이블린 윈터는 왕태자의 피를 묻힌 채 도주했고,","이블린 윈터는 왕태자의 피를 묻힌 채 도주했고,","evelyn winter ran away with the crown prince's blood on her hands,",Evelyn Winter killed the crown prince and fled.,"[1차 한글 번역문]은 수동태 표현인 ""피를 묻힌 채""를 ""with the crown prince's blood on her hands""로 번역했지만, 이는 수동적 표현이며, 능동태로 바꾸어야 한다. 또한 ""도주했다""는 능동적 행위이므로 전체 문장을 능동태로 재구성해야 한다.",evelyn winter fled away with the crown prince's blood on her hands.
공작가는 한순간에 재가 되어 사라졌다.,공작가는 한순간에 재가 되어 사라졌다.,and the winter estate was reduced to ashes in an instant.,The Winter estate turned to ashes in an instant.,"[한글 대화]는 ""공작가""가 주어이고, [1차 한글 번역문]은 ""윈터 가문""으로 번역되어 있지만 문맥상 동일한 대상을 가리키므로 정보의 양은 같다. 또한 수동태가 사용되었지만, 지침에 따라 능동태로 바꿔야 하므로 새로 번역한다.",the winter estate reduced to ashes in an instant.
화륵,화륵,blaze,blaze,,fwoom
"불타는 밤하늘 아래,","불타는 밤하늘 아래,","under the burning night sky,","Under the burning night sky,",,"neneath the blazing night sky,"
귀족의 시대는 끝을 맞이했다.,귀족의 시대는 끝을 맞이했다.,the age of the aristocracy came to an end.,The age of the aristocracy came to an end.,,the age of aristocracy met its fiery demise.
술렁술렁,술렁술렁,clamor,clamor,,clamor
술렁술렁,술렁술렁,clamor,clamor,,clamor
술렁술렁,술렁술렁,clamor,clamor,,clamor
버럭,버럭,clamor,Clamor,,shout
덜컹,덜컹,clank,clank,,clunk
툭,툭,drop,drop,,drop
잔해 속에서 피어난 검은 연기가,잔해 속에서 피어난 검은 연기가.,the black smoke that rose from the rubble...,the black smoke that rose from the rubble...,,"black smoke billowed from the rubble,"
가문과 왕국의 몰락을 고하듯 피어올랐다.,가문과 왕국의 몰락을 고하듯 피어올랐다.,...seemed to signify the fall of the winter family and the kingdom.,...seemed to signify the fall of the winter family and the kingdom.,,declaring the fall of both the family and the kingdom.
"이는 쇠락의 전주곡이었고,","이는 쇠락의 전주곡이었고,","it was the prelude to decline,",It was the prelude to downfall.,,it was the prelude to ruin...
덜컥,덜컥,clatter,clatter,,clatter
혼돈의 시작이었다.,혼돈의 시작이었다.,and the beginning of chaos.,It was the beginning of chaos.,"[1차 한글 번역문]은 '그리고 혼돈의 시작이었다'로, 원문인 [한글 대화] '혼돈의 시작이었다'에 '그리고(and)'라는 접속사가 추가되어 있어 정보의 양이 다릅니다. 따라서 원문만을 기준으로 다시 번역해야 합니다.",...the down of an era entrenched in chaos.
선화/채색도움: 스타래빗,선화/채색도움: 스타래빗,kim_da_kim,Line Art/Coloring Assistance: Starabbit,"[한글 대화]는 ""선화/채색도움: 스타래빗""으로, 이는 효과음을 나타내는 의성어나 의태어가 아니라 크레딧(작업자 정보)이다. 하지만 [1차 영어 번역문]은 ""kim_da_kim""으로, 전혀 다른 사람의 이름이 번역되어 있어 정보의 양이 다르고 의미도 일치하지 않는다. 따라서 [한글 대화]를 기준으로 다시 번역해야 한다.",nan
kim_da_kim,kim_da_kim,to be continued...,to be continued...,,nan
