origin_hangle,changed_hangle,first_translate,second_translate,reason,label
오스카에게 전달해 주겠나?,오스카에게 전달해 주겠나?  ,could you tell oscar?,Please let Oscar know.,"[한글 대화]는 ""오스카에게 전달해 주겠나?""로, 이는 어떤 내용을 오스카에게 '전달해 달라'는 요청이다.  
하지만 [1차 영어 번역문] ""could you tell oscar?""는 단순히 '오스카에게 말해줄 수 있니?'라는 의미로, '무엇을' 전달하는지 빠져 있어 정보의 양이 부족하다.  
또한 'tell'은 일반적으로 '말하다'에 가깝고, '전달하다'는 의미에는 'pass on', 'deliver', 'let someone know' 등이 더 적절하다.  
문맥상 이 대사는 명령이나 부탁의 어조이며, 주어는 앞 문장에서 지시를 내린 사람이므로 ""Please let Oscar know""와 같은 표현이 적절하다.",could you let oscar know?
예..,예..  ,"yes, sir...","yes, sir...",,yes...
"그런데 가주님,","그런데 가주님,  ","but patriarch,","Excuse me, my lord,","[한글 대화]는 ""그런데 가주님,""으로, 이는 존칭을 포함한 말문을 여는 표현이다. [1차 영어 번역문] ""but patriarch,""는 문법적으로 불완전하며, 주어와 동사가 없어 문장이 되지 않는다. 또한 ""but""으로 시작하는 것은 어색하며, ""그런데""는 문맥상 ""by the way"" 또는 ""excuse me""로 자연스럽게 번역하는 것이 적절하다. 그리고 ""가주님""은 귀족적 지위를 가진 인물로 보이므로, 공손한 표현이 필요하다.",but master...
괜찮으신 겁니까?,괜찮으신 겁니까?  ,are you all right?,"Are you all right, sir?",,are you alright?
절뚝,절뚝  ,limp,limp,,limp
..마리아,..마리아  ,maria...,maria...,,maria...
예?,예?  ,yes?,Pardon?,"[한글 대화] ""예?""는 상대방의 말을 듣고 놀라거나 되묻는 정중한 반응으로, 영어로는 ""Pardon?"" 또는 ""Excuse me?""가 더 자연스럽다. ""yes?""는 단순히 긍정의 의미로, 되묻는 뉘앙스가 부족하다.",yes?
때가 됐어.,때가 됐어.  ,it's time.,It's time.,,it's time.
멈칫,멈칫  ,halt,Pause,,flinch
준비해야 한다.,준비해야 한다.  ,we must get ready.,I must get ready.,"원문 ""준비해야 한다.""는 주어가 명시되어 있지 않지만, 문맥상 앞 대사 ""때가 됐어.""와 연결되며 화자가 스스로 준비해야 함을 말하는 것으로 보인다. 따라서 주어는 ""I""로 추론할 수 있다. 1차 영어 번역문은 ""we must get ready""로, 주어가 ""we""로 되어 있어 의미가 다르며 정보의 양도 다르다. 그러므로 능동태로 재번역해야 한다.",we must get ready.
절뚝,절뚝  ,limp,limp,,limp
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
"으휴, 이번엔 또 뭐야?","으휴, 이번엔 또 뭐야?  ","ugh, what is it this time?","Ugh, what is it this time?",,"ugh, what is it this time?"
그 마녀가 새벽에 또 어딜 쏘아 다녔나 보지,그 마녀가 새벽에 또 어딜 쏘아 다녔나 보지  ,that witch must have gone somewhere again in the middle of the night.,That witch must have been darting around somewhere again at dawn.,"[한글 대화]는 ""쏘아 다녔다""는 표현을 사용해 여기저기 빠르게 돌아다녔다는 뉘앙스를 담고 있다. 하지만 [1차 한글 번역문]은 단순히 ""어딘가로 갔다""고만 번역되어 있어, 원문의 생동감 있는 움직임이 반영되지 않았고 정보의 양도 줄어들었다. 따라서 능동태로 다시 번역해야 한다. 주어는 ""that witch""로 명확하다.",that witch must have gone somewhere again in the middle of the night.
술렁술렁,술렁술렁  ,murmur,murmur,,murmur murmur
"나 참, 그 다리로 뭘 어떻게 돌아다니는지..","나 참, 그 다리로 뭘 어떻게 돌아다니는지..  ","goodness, how does she manage to get around with that leg...?","goodness, how does she manage to get around with that leg...?",,"goodness, how does she menage to get around with that leg?"
"쉿! 조용히 해, 들리겠다!","쉿! 조용히 해, 들리겠다!  ","shh! be quiet, she might hear you!","Shh! Be quiet, she might hear us!",,"shh! be quiet, she might hear you!"
뭐 어때?,뭐 어때?  ,who cares?,So what?,,who cares?
어차피 이곳 사용인 중에 불만 없는 사람은 아무도 없을걸?,어차피 이곳 사용인 중에 불만 없는 사람은 아무도 없을걸?  ,there isn't a single servant here who doesn't have a complaint about her.,I bet there's not a single servant here who's satisfied.,"[1차 한글 번역문]은 ""그녀에 대해 불만이 없는 하인은 없다""는 의미로, [한글 대화]의 ""이곳 사용인 중에 불만 없는 사람은 아무도 없을걸?""과 유사하지만, '그녀에 대해'라는 정보가 추가되어 있어 정보의 양이 다릅니다. 따라서 [한글 대화]만을 기준으로 능동태로 다시 번역해야 합니다. 주어는 '사람들' 또는 'servants'로 추론할 수 있습니다.",every servant here has a complaint about her.
수군수군,수군수군  ,murmur,murmur,,whisper whisper
"시도 때도 없이 불러내는 대다, 봉급은 줄었고..","시도 때도 없이 불러내는 대다, 봉급은 줄었고..  ","she calls us out at all hours of the day, and our wages have been cut...","she calls us out at all hours of the day, and our wages have been cut...",,"she calls on us at all hours. our pay has been cut,"
"재정이 어려워지는 게 뻔히 보이는데도 여전히 사치를 부리니,","재정이 어려워지는 게 뻔히 보이는데도 여전히 사치를 부리니,  ",she's still living in luxury even though it's obvious the finances are in trouble.,she's still living in luxury even though it's obvious the finances are in trouble.,"[한글 대화]는 ""재정이 어려워지는 게 뻔히 보이는데도 여전히 사치를 부리니,""로, 주어가 '그녀'이고, '재정이 어려워지는 게 뻔히 보인다'는 원인과 '여전히 사치를 부린다'는 결과가 연결된 문장이다. [1차 영어 번역문]은 ""she's still living in luxury even though it's obvious the finances are in trouble.""로, 의미와 정보량이 모두 일치하며, 수동태도 아니다. 따라서 그대로 사용 가능하다.","yet she still lives in luxury, despite the obvious financial troubles."
이제 윈터가도 끝이야!,이제 윈터가도 끝이야!  ,house winter is finished!,Now the House of Winter is truly finished!,"[한글 대화]는 ""이제 윈터가도 끝이야!""로, '윈터가'는 귀족 가문 이름이며, '이제 ...도 끝이야'는 어떤 시대나 존재가 끝났다는 의미의 표현이다.  
[1차 영어 번역문] ""house winter is finished!""는 어법상 어색하고, 수동태이며, 감정이 실린 표현이 부족하다.  
또한 '이제'라는 시간 부사(now)를 반영하지 않았고, 감탄문으로서의 어조도 살리지 못했다.  
따라서 능동태로, 감정을 담아 자연스럽게 다시 번역해야 한다.",house winter is done for!
타닥,타닥  ,step,step,,crackle
타닥,타닥  ,step,step,,crackle
부들부들,부들부들  ,shake,shake,,tremble tremble
이제 곧인가..,이제 곧인가..  ,is it time now...?,is it time now...?,,i guess it's almost time.
정말 얼마 남지 않았군.,정말 얼마 남지 않았군.  ,there really isn't much time left.,There really isn't much time left.,,there really isn't much time left.
화르륵,화르륵  ,blaze,blaze,,blaze
참으로 길었다..,참으로 길었다..  ,it has been so long...,it has been so long...,,it's been such a long journey...
나는 네게 용서도 이해도 바랄 수 없어.,나는 네게 용서도 이해도 바랄 수 없어.  ,i cannot ask for your forgiveness or understanding.,I cannot ask you for forgiveness or understanding.,,i cannot ask for your forgiveness or understanding.
....,....  ,......,......,,...
타닥,타닥  ,crackle,crackle,,crackle
타닥,타닥  ,crackle,crackle,,crackle
이 죽어가는 몸뚱이로 네게 헛된 희망을 쥐여줘선 안되니까.,이 죽어가는 몸뚱이로 네게 헛된 희망을 쥐여줘선 안되니까.  ,because i cannot give you false hope with this dying body of mine.,because I cannot give you false hope with this dying body of mine.,"[1차 한글 번역문]은 수동태 표현인 ""헛된 희망을 쥐여줘선 안되니까""를 ""i cannot give you false hope""로 능동태로 바꾸어 표현했으므로 수동태 문제는 없음. 의미도 대체로 일치하지만, 원문에는 ""이 죽어가는 몸뚱이로""라는 표현이 강조되어 있는데, 1차 영어 번역문에서는 ""with this dying body of mine""으로 잘 반영되어 있음. 전체적으로 의미와 정보량이 일치하고 능동태이므로 수정 없이 사용 가능.",i must not deceive you with false hope with this fading body.
"잔인하고, 오만불손하고, 도덕을 모르고 타락한","잔인하고, 오만불손하고, 도덕을 모르고 타락한  ","you're cruel, arrogant, insolent, and corrupt.","You're cruel, arrogant, insolent, and immoral.",,you're cruel and arrogant. you're immoral and corrupt...
더러운 악마!,더러운 악마!  ,you're a filthy demon!,You're a filthy demon!,,you're a wretched demon!
네가 옳아.,네가 옳아.  ,you were right.,I admit you are right.,"[1차 영어 번역문] ""you were right.""의 1차 한글 번역문은 ""네가 옳았어.""로 과거 시제이다. 하지만 [한글 대화]는 ""네가 옳아.""로 현재 시제이며, 이는 현재 시점에서 상대방의 말이나 판단이 옳다고 인정하는 표현이다. 시제가 다르므로 의미가 일치하지 않으며, 따라서 새로 번역해야 한다. 주어는 ""I""로 명시해줘야 한다.",you're right.
후우,후우  ,haa...,haa...,,haa...
타닥,타닥  ,crackle,crackle,,crackle
타당한 분노다.,타당한 분노다.  ,your anger is justified.,Your anger is justified.,,your anger is justified.
스윽,스윽  ,lift,slide,,ssk
전부 진실이니까..,전부 진실이니까.  ,because it is all true...,because it is all true...,,because it's all true...
스륵,스륵  ,lean,lean,,lean
결국엔 그 여자가 윈터공작가를 망하게 만드는군.,결국엔 그 여자가 윈터공작가를 망하게 만드는군.  ,"in the end, that woman is going to ruin house winter.","in the end, that woman is going to ruin house winter.","[1차 한글 번역문]은 ""그 여자가 윈터공작가를 망하게 만드는군""을 ""that woman is going to ruin house winter""로 번역했는데, 이는 수동태가 아닌 능동태이며, 의미도 대체로 일치한다. 다만 ""결국엔""이라는 시간적 강조 표현이 ""in the end""로 잘 반영되었고, ""망하게 만드는군""은 현재진행형 ""is going to ruin""으로 자연스럽게 표현되었다. 정보의 양도 동일하고, 문맥상 주어도 명확하다. 따라서 수정 없이 그대로 사용 가능하다.",that woman is the one who ultimately brought about house winter's ruin.
아아- 소개장이나 받을 수 있으려나..,아아- 소개장이나 받을 수 있으려나..  ,"ah, i wonder if i'll be able to get a letter of recommendation...","ah, i wonder if i'll be able to get a letter of recommendation...",,ah... i wander if i can at least get a recommendation letter.
술렁술렁,술렁술렁  ,murmur,murmur,,murmur
"하여간 웃겨,","하여간 웃겨,  ","anyway, it's ridiculous.","anyway, it's ridiculous.","[1차 한글 번역문]은 ""어쨌든, 웃겨.""로 번역되며, 이는 [한글 대화] ""하여간 웃겨,""와 의미가 유사하지만, ""하여간""은 ""anyway""보다는 ""really""나 ""seriously""처럼 감탄이나 비꼼의 뉘앙스를 담을 수도 있다. 또한 ""웃겨""는 단순히 ""ridiculous""보다는 ""funny"" 또는 ""hilarious""처럼 번역될 수 있다. 그러나 전체 문맥상 이 표현은 비꼬는 말투로 사용되었으므로 ""ridiculous""는 적절하다. 따라서 의미와 정보량이 같고, 문장도 능동태이므로 그대로 사용 가능하다.","anyway, it's ridiculous."
이 상황에서도 한번 입은 옷은 다시 안 입는 다잖아.,이 상황에서도 한번 입은 옷은 다시 안 입는 다잖아.  ,"even in this situation, she refuses to wear the same dress twice.","Even in this situation, she refuses to wear the same outfit twice.",,"even in this situation, she refuses to wear the same dress twice."
그마저도 버려두면 하녀가 빼돌릴까 봐 난로에 태워버린대!,그마저도 버려두면 하녀가 빼돌릴까 봐 난로에 태워버린대!  ,and she burns them in the fireplace because she's worried the maids might steal them!,She even burns them in the fireplace because she's afraid the maids might steal them if she leaves them lying around!,,"she burns them in the fireplace, fearing the maid's might steal them!"
수군수군,수군수군  ,murmur,murmur,,whisper
세상에나..,세상에나..  ,goodness...,goodness...,,goodness...
화르륵,화르륵  ,blaze,blaze,,fwooom
타닥,타닥  ,crackle,crackle,,crackle
타닥,타닥  ,crackle,crackle,,crackle
허나 나는 네가 길을 잃지 않도록 뭐든 할 것이다.,허나 나는 네가 길을 잃지 않도록 뭐든 할 것이다.  ,"however, i will do whatever it takes to make sure you don't lose your way.","However, I will do whatever it takes to keep you from losing your way.",,but i will do whatever it takes to ensure you don't lose your way.
타닥,타닥  ,crackle,crackle,,crackle
타닥,타닥  ,crackle,crackle,,crackle
"그걸 위해서라면 나는 과부도, 악마도,","그걸 위해서라면 나는 과부도, 악마도,  ","for that, i can become a widow, a demon,","For that, I will become a widow or even a demon.",,"for that, i will gladly become a widow, a demon..."
타닥,타닥  ,crackle,crackle,,crackle
그 무엇이라도 될 수 있어..,그 무엇이라도 될 수 있어.  ,or anything else...,or anything else...,,...or anything else.
"스스로 길을 찾지 못하겠거든,","스스로 길을 찾지 못하겠거든,  ","if you cannot find your own path,...","if you cannot find your own path,...",,if you can't find your way on your own...
화륵,화륵  ,...blaze,...blaze,,fwoom
내가 길이 되어주마.,내가 길이 되어주마.  ,...i will become your path.,...i will become your path.,,...then i will become your path.
"아무것도 궁금해하지도,","아무것도 궁금해하지도,  ","do not be curious about anything,",Do not be curious about anything.,"원문 ""아무것도 궁금해하지도,""는 '~하지도'라는 표현으로, 이어지는 문장과 함께 병렬 구조를 이루는 명령문 또는 권유문이다. 1차 영어 번역문은 수동태는 아니지만, 주어가 없고 명령문 형식으로 번역되어 있다. 그러나 웹툰의 문맥상 이 대사는 화자가 청자에게 하는 말이며, 주어가 명확히 필요하다. 따라서 ""You""를 주어로 명시해 능동태 명령문으로 다시 번역해야 한다.",don't question anything...
쿨럭,쿨럭  ,kegh,kegh,,kugh
쿨럭,쿨럭  ,kegh,kegh,,kugh
두려워하지도 말아라.,두려워하지도 말아라.  ,and do not be afraid.,Do not be afraid.,,...and don't be afraid.
내가 너를 빛으로 인도할 것이다.,내가 너를 빛으로 인도할 것이다.  ,i will lead you to the light.,I will lead you to the light.,,i will lead you to the light...
그 길이 나를 구렁텅이로 밀어 넣는다 하더라도..,그 길이 나를 구렁텅이로 밀어 넣는다 하더라도..  ,even if that path pushes me into the depths of despair...,even if that path pushes me into the depths of despair...,,...even if that path drags me into the depths of desire.
"마지막을 앞둔 이 순간,","마지막을 앞둔 이 순간,  ","at this moment, as the end draws near,","At this moment, standing right before the end,","[1차 한글 번역문]은 ""끝이 다가오는 이 순간에""로 해석되며, 이는 [한글 대화] ""마지막을 앞둔 이 순간,""과 의미는 유사하지만, ""draws near""는 수동적 표현이고, 원문은 능동적 표현이다. 또한 ""as the end draws near""는 부사절 구조로, 원문의 중심 문장 구조와 다르다. 따라서 능동태로 다시 번역해야 한다.",standing on the edge of the end...
쿨럭,쿨럭  ,kegh,kegh,,kugh
쿨럭,쿨럭  ,kegh,kegh,,kugh
더는 망설일 것이 없다.,더는 망설일 것이 없다.  ,there is nothing left to hesitate about.,I have nothing left to hesitate about.,"원문 ""더는 망설일 것이 없다""는 '망설이다'라는 동사를 주어가 더 이상 하지 않는다는 의미로, 능동적인 결심을 나타낸다. 하지만 1차 영어 번역문 ""there is nothing left to hesitate about""는 수동적인 표현이며, 주어가 명확하지 않고 추상적이다. 따라서 능동태로 주어를 명확히 하여 다시 번역해야 한다.",...i no longer have reason to hesitate.
"드디어,","드디어,  ","finally,","finally,","[한글 대화]는 ""드디어,""로, 감탄사에 해당하며 문장 구조상 주어나 동사가 필요 없는 감정 표현이다. 따라서 주어 생략이 허용되며, 1차 영어 번역문 ""finally,""는 의미와 정보량이 동일하다.","finally,"
부들부들,부들부들  ,shake,shake,,tremble tremble
끝이 다가오는 거야..,끝이 다가오는 거야.  ,the end is approaching...,the end is approaching...,,the end is approaching...
휘이이,휘이이  ,fwoosh,fwoosh,,fwoosh
화르륵,화르륵  ,blaze,blaze,,fwooom
화륵,화륵  ,flare,flare,,fwooom
타닥,타닥  ,crackle,crackle,,crackle
타닥,타닥  ,crackle,crackle,,crackle
중얼,중얼  ,mutter,mutter,,mutter
"기다려, 로웬..","기다려, 로웬..  ","wait for me, rowen...","wait for me, rowen...",,"wait for me, lowen."
선화/채색도움: 스타래빗,선화/채색도움: 스타래빗  ,starlabbit,Line art and coloring assistance: Starlabbit,"해당 [한글 대화]는 효과음을 나타내는 의성어나 의태어가 아니라, 제작진 크레딧에 해당하는 문장이다. ""선화/채색도움: 스타래빗""은 ""Line art/coloring assistance: Starlabbit""으로 번역되어야 하며, [1차 영어 번역문]인 ""starlabbit""은 정보의 양이 부족하다. 따라서 정보의 양이 다르므로 [1차 영어 번역문]은 무시하고 새로 번역해야 한다.",nan
kim_da_kim,kim_da_kim,starlabbit,starlabbit,"해당 [한글 대화]는 인물 이름이 아니라 웹툰 제작진의 이름으로, 효과음이나 의성어/의태어가 아니므로 번역이 필요하지 않다. 하지만 [1차 영어 번역문]도 마찬가지로 제작진 이름이므로, 의미가 일치하며 정보의 양도 동일하다.",nan
