hangle,first_translate,review,idiom
어! 누가 눈사람을 만들어 놨어!,ooh! someone made a snowman!,Oh! Someone built a snowman!,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
우리도 이따 만들까?,do you want to build one too later?,Should we make one later too?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
참나.,geez.,Sheesh.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그런걸 뭐 하러 만들어.,why bother making something like that?,Why bother making something like that?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
넌 왜 이렇게 무뚝뚝해?,why must you always be so serious?,Why are you so cold?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
눈을 보며 즐거워하는 아이 같은 면모를 좀 보여 봐.,can't you show off your childlike side once in a while?,Show a bit of your childlike side and enjoy the snow.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
너처럼 속도 없이 헤헤거리는 것보단 낫지.,it’d suit you much better than acting emotionless all the time.,It's better than laughing carelessly without a thought like you.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"맙소사,","dear lord,","My goodness,","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
아직도 내가 전장에 나간다는 걸 미리 안 말해줘서 삐져 있구나?,so you're still upset because I didn't let you know ahead of time when I went onto the battlefield?,You're still sulking because I didn't tell you in advance that I'd be going to the battlefield?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
삐져 있어? 대체 누가?,upset? who said anything about that?,Sulking? Who?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
시그렌… 자꾸 틱틱거리기만 하고….,siegren keeps nagging me...,Siegren keeps being snappy...,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
이따가 네가 시간이 나면 같이 만들어 줄게.,"when you have free time later, I'll help you build one together.","When you have free time later, I'll make one with you.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
어차피 너 공작이 시킨 일 먼저 끝내야 하잖아.,"first, you gotta finish whatever duke abel told you to do.",You have to finish what the duke told you to do anyway.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
좋아! 약속이야.,okay! promise?,Okay! It's a promise.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
공작님이 시킨 일 빨리 끝나면 같이 놀자.,"as soon as I complete my mission, we can play together.","If I finish the duke's task quickly, let's play together.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
나 같은 놈이랑 노는 게 뭐가 재미있다고.,there wouldn't be anything fun about playing with someone like me.,What's so fun about playing with someone like me?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
난 또래 여자애들이 재밌어할 법한 건 모른단 말야.,I don't know what girls my age find enjoyable.,I don't know what girls my age find enjoyable.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
너한테 건넬 상냥한 말 한마디조차 떠오르지 않는다고.,I don't even know what kind words to say to you.,I can't even think of a single kind word to say to you.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그리고 난 아직도….,"not only that,",And I still...,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
저 녀석이 마법사란 게 믿기지 않아.,I still can't believe she's a magician.,I still can't believe she's a mage.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
싸우는 걸 못 봐서 그런가.,maybe it's because I haven't seen her fight before.,Maybe it's because I haven't seen her fight before.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그도 그럴게,"after all,",That makes sense.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
저렇게 동화 속에 나오는 겨울 요정같이 생겼는걸.,she looks exactly like a winter fairy straight out of a fairytale.,She looks exactly like a winter nymph straight out of a fairytale.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
쌓인 눈처럼 하얀 은발에,"with silver hair white as freshly fallen snow,","with silver hair as white as freshly fallen snow,","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
장미처럼 붉은색 눈동자,"eyes red as roses,",Rose-red eyes.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
피부도 뺨 빼고는 희다 못해 창백하고,"and skin pale enough to appear translucent except for her cheeks,","Her skin was extremely pale, except for her cheeks.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
…비현실적이야.,she doesn’t seem real.,Unreal.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
꼭 눈 위를 뛰어다니는,she reminds me of a rabbit hopping across the snowy ground.,just like something hopping across the snow.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
흰 토끼 같아.,she reminds me of a rabbit hopping across the snowy ground.,She's like a white rabbit.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"그런데,","still,","But,","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
이런 작은 애가 제일 위험한 제2 성벽을 방어하는 마법사라고?,"I can hardly imagine that tiny thing defending the second wall, the most dangerous place of all.",That small kid is the mage defending the most dangerous second wall?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
저런 애를 사지까지 내몰아버린 놈들한테 화가 나!,I hate whoever pushed her to go that far!,I'm angry at those who pushed a kid like her to the brink!,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그리고,"and besides,",And,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
서로 필요했을 뿐인 관곈데 왜 화가 나겠어?,we were nothing more than two people who needed each other. why am I angry?,"We only had a relationship of mutual necessity, so why am I angry?","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그런 현실을 순순히 받아들이는 저 녀석에게도.,I'm mad at myself for accepting reality so easily.,I'm also mad at her for accepting reality so easily.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
날 걱정할 시간에 본인 안위나 챙길 것이지.,"rather than worrying about me, shouldn't she worry about herself instead?","Rather than worrying about me, she should take care of her own safety.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
응?,huh?,Huh?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
피오나는 왜 나 따위를 걱정하는 걸까?,why did fiona concern herself with someone like me?,why does fiona worry about someone like me?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
용병단의 고아 소년 따위를 챙겨 봤자인데.,I'm just another poor orphan working for a bunch of mercenaries.,There's no point in looking after an orphan boy from a mercenary group.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
혹시 피오나는 내가 황가의 핏줄이라는 걸 알고 있는 걸까?,or maybe she knows I'm related to the royal family?,I wonder if Fiona knows that I have royal blood.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"나를 죽이거나, 이용하기 위해서",could she be approaching me strategically...,Could she be approaching me to kill me or use me?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
계획적으로 접근하고 있는 게 아닐까?,...in order to kill or use me?,Could she be approaching me with a plan in mind?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
피오나를 믿고 싶지만,"I wish I could trust fiona,","I want to trust Fiona, but","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
동시에 믿을 수 없다.,"but at the same time, I can't bring myself to do so.","But at the same time, I can't bring myself to trust her.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
배신당하면 견딜 수 없을테니까….,I couldn't bear it if she betrayed me...,I couldn't bear being betrayed...,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
시그렌.,siegren.,Siegren.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
왜?,yeah?,Why?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
용병들 사이에서 규율은 어떤 식으로 정해져?,how do mercenaries establish rules among themselves?,How do mercenaries establish order among themselves?,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그러니까 그들을 통제하는 방법 말이야.,"in other words, how do you control them?","So, what are the ways to control them?","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
단순해. 약육강식이야.,it's simple. survival of the fittest.,It's simple. Survival of the fittest.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"자신보다 강한 자에게는 비굴해지고,","be submissive toward those stronger than you,","act servile toward those stronger than you,","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
약한 상대에게는 당당해져.,and assertive towards those weaker than you.,and act superior towards those weaker than you.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
용병들을 통제하고 싶다면….,"if you want to control mercenaries,",If you want to control the mercenaries...,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
목숨이 간당간당한 위협을 보여주는 수밖에 없지.,show them a threat that puts their lives at risk.,The only way is to show them a life-threatening danger.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그렇구나.,I see.,I see.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
전형적인 강약약강이다.,typical case of the strong preying on the weak.,"A typical case of the strong preying on the weak, and the weak submitting to the strong.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
역시 처벌은 좀 센 게 좋겠네.,severe punishment will probably be best.,"I knew it, a severe punishment would be best.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
알겠어.,gotcha.,Understood.,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
그 어떤 모자란 자도 단번에 알아들을 수 있도록!,I'll teach them a lesson they'll never forget!,Even the most foolish ones will understand instantly!,"내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
"고마워, 시그렌.","thanks, siegren.","Thanks, Siegren.","내 속을 들여다보는 듯한 저 눈빛 : That gaze feels like it's seeing right through me
양날의 검 : a double-edged sword
은혜는 열 배로, 원수 역시 열 배로 갚지 : repaying kindness tenfold and vengeance just as much
속도 없이 헤헤거리는 : laughing carelessly without a thought
삐져 있어 : sulking
약육강식 : survival of the fittest
강약약강 : the strong prey on the weak, and the weak submit to the strong"
