hangle,first_translate,review,idiom
움직이지 말라니까.,I told you not to move.,I told you not to move.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
이 정도는 괜찮아.,it’s fine.,This much is fine.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
거의 다 나았다고.,my wound almost healed anyway.,It's almost healed.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
안 돼. 다 나을 때까지는 몰라.,nope. stay still till it heals completely.,No way. Not until it's fully healed.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
이 누나의 말을 들어.,listen to big sis here.,Listen to your big sister.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
전부터 궁금했던 건데….,I’ve been curious about something since forever...,I've been curious about something for a while...,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"자꾸 누나 누나 거리는 데, 대체 몇 살이야?",how old are you exactly? you call yourself “big sister” every time.,"You keep calling me ""noona,"" but how old are you exactly?","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
윽.,argh.,Ugh.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
육체적인 나이는 내가 한 살 어리긴 하지.,"in terms of physical age, I’m one year younger than you.","In terms of physical age, I’m one year younger than you.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
… 열세 살….,thirteen...,Thirteen...,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
생각보단 많네. 열 살쯤 되나 했는데.,"whoa, you’re older than I thought. I assumed you were only ten or so.",You're older than I thought. I thought you were around ten.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
뭐라고?!,excuse me?!,What?!,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"아벨이 매일 작다, 작다 하긴 하는데.","abel does say how small I am every single day, but...",Abel keeps saying I'm small every single day.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
내가 그렇게 보일 정도로 체구가 작나?,do I seriously appear that young-looking?,Am I really that small?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
한창 클 시기에 다락방에서 밥도 못 먹었으니 어쩔 수 없는데.,"well, I couldn’t eat properly while living in the attic during puberty, so it can’t be helped.","Well, I couldn’t eat properly while living in the attic during my growth period, so it can’t be helped.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
어쨌든 내가 한 살 많았네.,"at any rate, I guess I'm one year older than you.","Anyway, I'm one year older than you.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
정신적으로는 내가 더 위일걸.,I bet I’m more mature mentally too.,I’m probably above you mentally.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
너 혼자만의 착각이겠지.,that must be your own opinion.,That must be your own delusion.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"헤일론 공작이 널 열심히 먹이던데,","duke haylon feeds you well enough,",Duke Haylon has been feeding you diligently.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
대체 옆으로도 위로도 안 크고 뭐 하는 거야?,so why aren’t you growing taller?,"Why aren’t you growing at all, either in height or build?","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
그러게….,good question...,Yeah...,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
사실 난 체력도 형편없다.,"to be honest, I have terrible stamina.","To be honest, I have terrible stamina.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
그래서 마법을 쓸 때도 오랫동안 사용하지는 못한다.,that’s also why I can’t use magic for long periods either.,So I can’t use magic for long periods either.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다.,"it’s similar to running short distances versus marathons. I excel at sprinting, but suck at distance races.",It's like being good at sprints but bad at long-distance running.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
앞으로 열심히 자랄 거니까 괜찮아.,it’s okay. I'll try harder to grow bigger from now on.,It’s fine. I’ll grow well from now on.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"그래, 열심히 자라라.","okay, work hard.","Yeah, grow well.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
시그렌….,siegren...,Siegren...,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"상태 좋아지고, 날 선 분위기도 가라앉으니까","he looks better physically, and even seems less tense lately.","Now that his condition has improved, even his sharp aura has softened.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
꼭 상아처럼 빛나는 것 같아.,just looking at him reminds me of ivory.,Shining like ivory.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
내 새끼지만 정말 몇 년 후가 기대되는걸.,"he may be my son, but I’m excited to see how much he grows over the next few years.","Not my child, but I really look forward to seeing you in a few years.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라.","alright kiddo, make sure to put that handsome face of yours to good use once you meet the heroine.","Kid, make good use of that dazzling beauty with the heroine.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
내 얼굴에 뭐라도 묻었어?,is there anything on my face?,Do I have something on my face?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
응? 아니.,hm? no.,Huh? No.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
그런데 왜 이렇게 빤히 쳐다봐?,then why are you staring at me like that?,Then why are you staring at me like that?,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
잘생긴 것 같아서.,because you seem pretty attractive today.,Because you look handsome.,"툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
"아, 그래도 나중에 꼭 지조를 지키며 연애하렴.","right, remember to treat her nicely later on.","Ah, but make sure to stay faithful when you're in a relationship later on.","툴툴거려도 손길은 부드럽다 : Grumbles, but has a gentle touch
장족의 발전이다 : A remarkable improvement
달리기로 치자면 단거리에 강하고 장거리를 못 하는 것과 비슷하다 : It's like being good at sprints but bad at long-distance running
꼭 상아처럼 빛나는 것 같아 : Shining like ivory
내 새끼지만 정말 몇 년 후가 기대되는걸 : Not my child, but I really look forward to seeing you in a few years
짜식, 여주인공한테 그 빛나는 미모 잘 써먹어라 : Kid, make good use of that dazzling beauty with the heroine
내 얼굴에 뭐라도 묻었어? : Do I have something on my face?
사람 무서운 줄도 모르던데 : You don’t even know to be afraid of people
한순간에 죽어서 나자빠진다고 : They drop dead in an instant"
